num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
6383	82110.125768	55.791073	1.493139	0.559304	34.601855
6385	82112.185350	55.159227	1.532740	0.559839	40.577153
6387	82114.248424	55.141494	1.497900	0.560290	35.648153
6389	82116.307769	54.841805	1.541639	0.561470	37.720560
6391	82118.370367	54.541194	1.522262	0.561614	35.999375
6393	82120.431222	54.498960	1.530137	0.561445	38.892598
6395	82122.493627	54.194725	1.533566	0.562338	33.941963
6397	82124.554524	53.751421	1.534739	0.562067	38.025346
6399	82126.615781	53.716495	1.558998	0.562020	34.937623
6401	82128.678495	53.015513	1.551206	0.562345	35.929495
6403	82130.740112	52.935418	1.545761	0.562483	33.386337
6405	82132.803135	52.777479	1.575970	0.561103	34.707911
6407	82134.865401	52.466324	1.575297	0.561163	32.651001
6409	82136.928093	52.168356	1.573058	0.560802	35.413474
6411	82138.989579	51.724897	1.583103	0.560130	33.650368
6413	82141.051599	51.769137	1.581834	0.559549	33.385299
6415	82143.113719	51.641110	1.585227	0.558421	31.810376
6417	82145.175234	50.832486	1.552233	0.559790	33.393954
6419	82147.236032	51.116757	1.570924	0.558272	32.660252
6421	82149.297930	50.799203	1.577067	0.557792	32.431949
6423	82151.358852	50.494289	1.577820	0.557495	31.366063
6425	82153.419796	50.369389	1.584743	0.557847	32.342510
6427	82155.481393	50.105401	1.598693	0.557374	30.786904
6429	82157.541594	50.025813	1.571258	0.557634	31.333342
6431	82159.602509	49.441594	1.584310	0.557909	30.581999
6433	82161.663775	49.003884	1.582924	0.559055	29.693169
6435	82163.725751	48.801219	1.592666	0.557998	29.115376
6437	82165.786675	48.749377	1.576940	0.559355	30.539313
6439	82167.849507	48.758520	1.578316	0.559118	28.994744
6441	82169.911302	48.245546	1.582389	0.560084	30.050354
6443	82171.973485	48.002248	1.605309	0.560657	28.702014
6445	82174.034964	47.782803	1.599189	0.561613	29.308874
6447	82176.097075	47.563636	1.607781	0.561036	28.663432
6449	82178.159248	47.240912	1.595964	0.562625	27.975222
6451	82180.220895	46.987782	1.621597	0.564053	27.654371
6453	82182.282288	46.936386	1.624023	0.563654	26.909744
6455	82184.343239	46.424402	1.609049	0.564454	27.146613
6457	82186.405004	46.383618	1.652424	0.565256	27.652237
6459	82188.466414	46.200194	1.627012	0.565577	26.285644
6461	82190.527543	46.040958	1.637189	0.565741	26.638474
6463	82192.587835	46.119189	1.645294	0.566546	26.775203
6465	82194.649429	45.763994	1.643736	0.566696	26.832789
6467	82196.711166	45.442693	1.651248	0.566702	26.754737
6469	82198.773604	45.213510	1.638052	0.566874	26.165237
6471	82200.835404	45.100420	1.662520	0.566331	25.115131
6473	82202.897063	44.899933	1.651789	0.566722	25.196130
6475	82204.959463	44.483408	1.670301	0.565299	25.073752
6477	82207.021294	44.410669	1.652559	0.565598	25.719317
