crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	39.742035	6384	0.000000
281474976710655.000000	35.777912	6385	0.000000
281474976710655.000000	31.757261	6386	0.000000
281474976710655.000000	44.654118	6387	0.000000
281474976710655.000000	37.594250	6388	0.000000
281474976710655.000000	34.461651	6389	0.000000
281474976710655.000000	39.641918	6390	0.000000
281474976710655.000000	37.801651	6391	0.000000
281474976710655.000000	34.746803	6392	0.000000
281474976710655.000000	31.665112	6393	0.000000
281474976710655.000000	43.933029	6394	0.000000
281474976710655.000000	41.965477	6395	0.000000
281474976710655.000000	33.631306	6396	0.000000
281474976710655.000000	26.296242	6397	0.000000
281474976710655.000000	31.520512	6398	0.000000
281474976710655.000000	33.372124	6399	0.000000
281474976710655.000000	38.031631	6400	0.000000
281474976710655.000000	32.825851	6401	0.000000
281474976710655.000000	36.739445	6402	0.000000
281474976710655.000000	32.134579	6403	0.000000
281474976710655.000000	38.252735	6404	0.000000
281474976710655.000000	31.024353	6405	0.000000
281474976710655.000000	32.005344	6406	0.000000
281474976710655.000000	37.553596	6407	0.000000
281474976710655.000000	35.883415	6408	0.000000
281474976710655.000000	29.887819	6409	0.000000
281474976710655.000000	29.564995	6410	0.000000
281474976710655.000000	34.573311	6411	0.000000
281474976710655.000000	32.820683	6412	0.000000
281474976710655.000000	28.498775	6413	0.000000
281474976710655.000000	36.506046	6414	0.000000
281474976710655.000000	36.822788	6415	0.000000
281474976710655.000000	31.653866	6416	0.000000
281474976710655.000000	30.556280	6417	0.000000
281474976710655.000000	29.809706	6418	0.000000
281474976710655.000000	34.952633	6419	0.000000
281474976710655.000000	43.951939	6420	0.000000
281474976710655.000000	38.720463	6421	0.000000
281474976710655.000000	33.651829	6422	0.000000
281474976710655.000000	28.241510	6423	0.000000
281474976710655.000000	36.522274	6424	0.000000
281474976710655.000000	34.180889	6425	0.000000
281474976710655.000000	27.138214	6426	0.000000
281474976710655.000000	34.967346	6427	0.000000
281474976710655.000000	32.722118	6428	0.000000
281474976710655.000000	26.231237	6429	0.000000
281474976710655.000000	33.863003	6430	0.000000
281474976710655.000000	28.413469	6431	0.000000
281474976710655.000000	27.017262	6432	0.000000
281474976710655.000000	32.006687	6433	0.000000
281474976710655.000000	27.086817	6434	0.000000
281474976710655.000000	37.986885	6435	0.000000
281474976710655.000000	24.856428	6436	0.000000
281474976710655.000000	25.715931	6437	0.000000
281474976710655.000000	29.743757	6438	0.000000
281474976710655.000000	32.539291	6439	0.000000
281474976710655.000000	33.479881	6440	0.000000
281474976710655.000000	29.558672	6441	0.000000
281474976710655.000000	29.930536	6442	0.000000
281474976710655.000000	26.065208	6443	0.000000
281474976710655.000000	23.622702	6444	0.000000
281474976710655.000000	29.776066	6445	0.000000
281474976710655.000000	28.340014	6446	0.000000
281474976710655.000000	25.219612	6447	0.000000
281474976710655.000000	25.334442	6448	0.000000
281474976710655.000000	26.806400	6449	0.000000
281474976710655.000000	33.883739	6450	0.000000
281474976710655.000000	29.458529	6451	0.000000
281474976710655.000000	26.665590	6452	0.000000
281474976710655.000000	27.925535	6453	0.000000
281474976710655.000000	22.884550	6454	0.000000
281474976710655.000000	32.644154	6455	0.000000
281474976710655.000000	25.834351	6456	0.000000
281474976710655.000000	24.982742	6457	0.000000
281474976710655.000000	25.343590	6458	0.000000
281474976710655.000000	28.101254	6459	0.000000
281474976710655.000000	27.552481	6460	0.000000
281474976710655.000000	24.392067	6461	0.000000
281474976710655.000000	21.838940	6462	0.000000
281474976710655.000000	28.913258	6463	0.000000
281474976710655.000000	24.548195	6464	0.000000
281474976710655.000000	31.690012	6465	0.000000
281474976710655.000000	23.278992	6466	0.000000
281474976710655.000000	28.373192	6467	0.000000
281474976710655.000000	23.856428	6468	0.000000
281474976710655.000000	21.239351	6469	0.000000
281474976710655.000000	26.149925	6470	0.000000
281474976710655.000000	25.955179	6471	0.000000
281474976710655.000000	21.994030	6472	0.000000
281474976710655.000000	26.332493	6473	0.000000
281474976710655.000000	23.008837	6474	0.000000
281474976710655.000000	26.063673	6475	0.000000
281474976710655.000000	25.378899	6476	0.000000
281474976710655.000000	23.113987	6477	0.000000
281474976710655.000000	26.132406	6478	0.000000
281474976710655.000000	26.464884	6479	0.000000
281474976710655.000000	26.376600	6480	0.000000
281474976710655.000000	23.852844	6481	0.000000
281474976710655.000000	27.439814	6482	0.000000
281474976710655.000000	21.900148	6483	0.000000
281474976710655.000000	24.635769	6484	0.000000
281474976710655.000000	24.575924	6485	0.000000
281474976710655.000000	21.696404	6486	0.000000
281474976710655.000000	23.820812	6487	0.000000
281474976710655.000000	25.520281	6488	0.000000
281474976710655.000000	23.209789	6489	0.000000
281474976710655.000000	24.978638	6490	0.000000
281474976710655.000000	20.277061	6491	0.000000
281474976710655.000000	22.614868	6492	0.000000
281474976710655.000000	19.049692	6493	0.000000
281474976710655.000000	19.803928	6494	0.000000
281474976710655.000000	20.806875	6495	0.000000
281474976710655.000000	20.759811	6496	0.000000
281474976710655.000000	21.303522	6497	0.000000
281474976710655.000000	22.321720	6498	0.000000
281474976710655.000000	22.161036	6499	0.000000
281474976710655.000000	22.696674	6500	0.000000
281474976710655.000000	22.438089	6501	0.000000
281474976710655.000000	21.880518	6502	0.000000
281474976710655.000000	23.816004	6503	0.000000
281474976710655.000000	20.782419	6504	0.000000
281474976710655.000000	20.793861	6505	0.000000
281474976710655.000000	21.522224	6506	0.000000
281474976710655.000000	22.083305	6507	0.000000
281474976710655.000000	20.485662	6508	0.000000
281474976710655.000000	21.612314	6509	0.000000
281474976710655.000000	21.452953	6510	0.000000
281474976710655.000000	22.133371	6511	0.000000
281474976710655.000000	20.470743	6512	0.000000
281474976710655.000000	21.349007	6513	0.000000
281474976710655.000000	20.396685	6514	0.000000
281474976710655.000000	20.251825	6515	0.000000
281474976710655.000000	19.247377	6516	0.000000
281474976710655.000000	19.100378	6517	0.000000
281474976710655.000000	21.136450	6518	0.000000
281474976710655.000000	19.663950	6519	0.000000
281474976710655.000000	19.271645	6520	0.000000
281474976710655.000000	18.770767	6521	0.000000
281474976710655.000000	20.190748	6522	0.000000
281474976710655.000000	19.612314	6523	0.000000
281474976710655.000000	18.631117	6524	0.000000
281474976710655.000000	19.901770	6525	0.000000
281474976710655.000000	18.887667	6526	0.000000
281474976710655.000000	19.673786	6527	0.000000
281474976710655.000000	18.563633	6528	0.000000
281474976710655.000000	20.174606	6529	0.000000
281474976710655.000000	19.116079	6530	0.000000
281474976710655.000000	20.402870	6531	0.000000
281474976710655.000000	19.159405	6532	0.000000
281474976710655.000000	17.853275	6533	0.000000
281474976710655.000000	18.683968	6534	0.000000
281474976710655.000000	18.469927	6535	0.000000
281474976710655.000000	17.953375	6536	0.000000
281474976710655.000000	18.037054	6537	0.000000
281474976710655.000000	18.112841	6538	0.000000
281474976710655.000000	17.356787	6539	0.000000
281474976710655.000000	18.469006	6540	0.000000
281474976710655.000000	17.661903	6541	0.000000
281474976710655.000000	17.845301	6542	0.000000
281474976710655.000000	17.681532	6543	0.000000
281474976710655.000000	18.327412	6544	0.000000
281474976710655.000000	17.255087	6545	0.000000
281474976710655.000000	17.645052	6546	0.000000
281474976710655.000000	17.331263	6547	0.000000
281474976710655.000000	17.425308	6548	0.000000
281474976710655.000000	17.384178	6549	0.000000
281474976710655.000000	17.363894	6550	0.000000
281474976710655.000000	17.150995	6551	0.000000
281474976710655.000000	16.797588	6552	0.000000
281474976710655.000000	16.427732	6553	0.000000
281474976710655.000000	16.768549	6554	0.000000
281474976710655.000000	16.627203	6555	0.000000
281474976710655.000000	16.569212	6556	0.000000
281474976710655.000000	16.766851	6557	0.000000
281474976710655.000000	16.601583	6558	0.000000
281474976710655.000000	16.694511	6559	0.000000
281474976710655.000000	16.884605	6560	0.000000
281474976710655.000000	15.938828	6561	0.000000
281474976710655.000000	16.502089	6562	0.000000
281474976710655.000000	16.457127	6563	0.000000
281474976710655.000000	15.779493	6564	0.000000
281474976710655.000000	15.484312	6565	0.000000
281474976710655.000000	15.974214	6566	0.000000
281474976710655.000000	15.445261	6567	0.000000
281474976710655.000000	15.826032	6568	0.000000
281474976710655.000000	16.086090	6569	0.000000
281474976710655.000000	15.082490	6570	0.000000
281474976710655.000000	15.220290	6571	0.000000
281474976710655.000000	15.219753	6572	0.000000
281474976710655.000000	14.835083	6573	0.000000
281474976710655.000000	15.148852	6574	0.000000
281474976710655.000000	15.589924	6575	0.000000
281474976710655.000000	14.499166	6576	0.000000
281474976710655.000000	14.327188	6577	0.000000
281474976710655.000000	14.244645	6578	0.000000
281474976710655.000000	15.162964	6579	0.000000
281474976710655.000000	14.291677	6580	0.000000
281474976710655.000000	15.191937	6581	0.000000
281474976710655.000000	13.968712	6582	0.000000
281474976710655.000000	14.137786	6583	0.000000
281474976710655.000000	13.896396	6584	0.000000
281474976710655.000000	14.545101	6585	0.000000
281474976710655.000000	13.645690	6586	0.000000
281474976710655.000000	14.216528	6587	0.000000
281474976710655.000000	14.487998	6588	0.000000
281474976710655.000000	14.227175	6589	0.000000
281474976710655.000000	14.444507	6590	0.000000
281474976710655.000000	13.735840	6591	0.000000
281474976710655.000000	14.074562	6592	0.000000
281474976710655.000000	14.000427	6593	0.000000
281474976710655.000000	12.850279	6594	0.000000
281474976710655.000000	14.202323	6595	0.000000
281474976710655.000000	13.021631	6596	0.000000
281474976710655.000000	14.022348	6597	0.000000
281474976710655.000000	13.248719	6598	0.000000
281474976710655.000000	13.033272	6599	0.000000
281474976710655.000000	13.556565	6600	0.000000
281474976710655.000000	13.046010	6601	0.000000
281474976710655.000000	13.490617	6602	0.000000
281474976710655.000000	12.711680	6603	0.000000
281474976710655.000000	13.302813	6604	0.000000
281474976710655.000000	12.428583	6605	0.000000
281474976710655.000000	13.571488	6606	0.000000
281474976710655.000000	12.759163	6607	0.000000
281474976710655.000000	12.814329	6608	0.000000
281474976710655.000000	12.312990	6609	0.000000
281474976710655.000000	12.068305	6610	0.000000
281474976710655.000000	12.773732	6611	0.000000
281474976710655.000000	12.417052	6612	0.000000
281474976710655.000000	12.640249	6613	0.000000
281474976710655.000000	12.382030	6614	0.000000
281474976710655.000000	12.449723	6615	0.000000
281474976710655.000000	11.471113	6616	0.000000
281474976710655.000000	12.505782	6617	0.000000
281474976710655.000000	12.262444	6618	0.000000
281474976710655.000000	12.077319	6619	0.000000
281474976710655.000000	11.964511	6620	0.000000
281474976710655.000000	12.143621	6621	0.000000
281474976710655.000000	11.889978	6622	0.000000
281474976710655.000000	12.106771	6623	0.000000
281474976710655.000000	11.569662	6624	0.000000
281474976710655.000000	11.723495	6625	0.000000
281474976710655.000000	11.442670	6626	0.000000
281474976710655.000000	11.358148	6627	0.000000
281474976710655.000000	11.198527	6628	0.000000
281474976710655.000000	11.315312	6629	0.000000
281474976710655.000000	11.297611	6630	0.000000
281474976710655.000000	11.487307	6631	0.000000
281474976710655.000000	11.151803	6632	0.000000
281474976710655.000000	11.442441	6633	0.000000
281474976710655.000000	11.129362	6634	0.000000
281474976710655.000000	11.006661	6635	0.000000
281474976710655.000000	11.193698	6636	0.000000
281474976710655.000000	10.463077	6637	0.000000
281474976710655.000000	10.753750	6638	0.000000
281474976710655.000000	10.505592	6639	0.000000
281474976710655.000000	10.911165	6640	0.000000
281474976710655.000000	10.882497	6641	0.000000
281474976710655.000000	10.480458	6642	0.000000
281474976710655.000000	10.684139	6643	0.000000
281474976710655.000000	10.685854	6644	0.000000
281474976710655.000000	10.349120	6645	0.000000
281474976710655.000000	10.190038	6646	0.000000
281474976710655.000000	10.732587	6647	0.000000
281474976710655.000000	10.113235	6648	0.000000
281474976710655.000000	10.393018	6649	0.000000
281474976710655.000000	9.992812	6650	0.000000
281474976710655.000000	10.264400	6651	0.000000
281474976710655.000000	10.163443	6652	0.000000
281474976710655.000000	9.825314	6653	0.000000
281474976710655.000000	9.593451	6654	0.000000
281474976710655.000000	10.131740	6655	0.000000
281474976710655.000000	9.850535	6656	0.000000
281474976710655.000000	10.094322	6657	0.000000
281474976710655.000000	9.854838	6658	0.000000
281474976710655.000000	9.689698	6659	0.000000
281474976710655.000000	9.768251	6660	0.000000
281474976710655.000000	9.661318	6661	0.000000
281474976710655.000000	9.612604	6662	0.000000
281474976710655.000000	9.612919	6663	0.000000
281474976710655.000000	9.439954	6664	0.000000
281474976710655.000000	9.466612	6665	0.000000
281474976710655.000000	9.630850	6666	0.000000
281474976710655.000000	9.355079	6667	0.000000
281474976710655.000000	9.363900	6668	0.000000
281474976710655.000000	9.322166	6669	0.000000
281474976710655.000000	9.232412	6670	0.000000
281474976710655.000000	9.134199	6671	0.000000
281474976710655.000000	9.153414	6672	0.000000
281474976710655.000000	9.117286	6673	0.000000
281474976710655.000000	8.949234	6674	0.000000
281474976710655.000000	8.787002	6675	0.000000
281474976710655.000000	8.733483	6676	0.000000
281474976710655.000000	9.011606	6677	0.000000
281474976710655.000000	8.936420	6678	0.000000
281474976710655.000000	8.860663	6679	0.000000
281474976710655.000000	8.757671	6680	0.000000
281474976710655.000000	8.761155	6681	0.000000
281474976710655.000000	8.545625	6682	0.000000
281474976710655.000000	8.765059	6683	0.000000
281474976710655.000000	8.612674	6684	0.000000
281474976710655.000000	8.487458	6685	0.000000
281474976710655.000000	8.308540	6686	0.000000
281474976710655.000000	8.497005	6687	0.000000
281474976710655.000000	8.614926	6688	0.000000
281474976710655.000000	8.375418	6689	0.000000
281474976710655.000000	8.264839	6690	0.000000
281474976710655.000000	8.324430	6691	0.000000
281474976710655.000000	8.246045	6692	0.000000
281474976710655.000000	8.081557	6693	0.000000
281474976710655.000000	8.129648	6694	0.000000
281474976710655.000000	7.745594	6695	0.000000
281474976710655.000000	8.200352	6696	0.000000
