num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2667	3114.244852	66.891795	0.732217	3.523463	45.136610
2669	3116.304476	66.891920	0.714982	3.524938	41.739719
2671	3118.363366	66.762900	0.719059	3.523385	40.159646
2673	3120.421429	66.541331	0.689578	3.522549	38.337760
2675	3122.479471	66.266695	0.691099	3.522798	38.009715
2677	3124.536089	66.438342	0.679063	3.523050	38.932196
2679	3126.592748	66.331047	0.672490	3.523712	40.548861
2681	3128.648269	66.051076	0.659459	3.525195	41.543995
2683	3130.704663	66.106538	0.651694	3.527587	41.690249
2685	3132.760666	65.593787	0.590951	3.528330	40.158581
2687	3134.819337	65.289780	0.578177	3.529208	39.543601
2689	3136.877919	64.915368	0.548417	3.529435	39.071520
2691	3138.936644	64.854761	0.518059	3.527381	40.177761
2693	3140.997679	64.469620	0.493445	3.526809	38.411317
2695	3143.058136	64.325423	0.506537	3.524828	40.428022
2697	3145.118921	63.976170	0.471502	3.523490	39.400659
2699	3147.180183	63.880344	0.467152	3.522137	37.157904
2701	3149.239835	63.818284	0.476734	3.522538	37.127061
2703	3151.298319	63.495121	0.500486	3.522186	38.702445
2705	3153.358524	63.424201	0.532341	3.522364	35.707379
2707	3155.415443	63.231792	0.519293	3.522583	37.793616
2709	3157.473693	63.122154	0.511312	3.524618	36.811709
2711	3159.532372	62.875509	0.469703	3.523709	36.741893
2713	3161.591017	62.793778	0.463523	3.524745	36.033072
2715	3163.649247	62.594491	0.449780	3.524825	35.679211
2717	3165.707195	62.295088	0.418530	3.524444	36.489638
2719	3167.765223	62.248903	0.395539	3.527239	34.470829
2721	3169.824669	61.922201	0.393115	3.527753	36.467043
2723	3171.882439	61.725102	0.403571	3.528207	35.200764
2725	3173.939897	61.839676	0.356759	3.528779	34.562403
2727	3175.996338	61.651232	0.326793	3.527670	35.545215
2729	3178.052772	61.691923	0.348769	3.525750	36.360604
2731	3180.108023	61.469688	0.306672	3.523064	34.581504
2733	3182.163546	61.286408	0.297293	3.521075	34.969986
2735	3184.218940	60.985092	0.303944	3.519206	34.762533
2737	3186.275813	60.755865	0.282565	3.518675	34.403595
2739	3188.333292	60.512970	0.306887	3.516486	33.342656
2741	3190.391795	60.319750	0.295742	3.518394	34.167867
2743	3192.450286	60.277930	0.259442	3.519807	33.185596
2745	3194.509945	60.096826	0.245284	3.519693	34.760500
2747	3196.570089	59.760853	0.215224	3.520714	34.306591
2749	3198.629712	59.859937	0.206538	3.521593	33.428721
2751	3200.690318	59.472839	0.211042	3.521716	33.092736
2753	3202.749089	59.334432	0.176210	3.520266	32.480232
2755	3204.807519	59.105204	0.165358	3.519519	31.626394
2757	3206.864975	59.133626	0.157170	3.520677	31.440728
2759	3208.923155	59.017575	0.120877	3.520722	32.144052
2761	3210.980620	58.832076	0.122737	3.519924	32.635160
2763	3213.036719	58.422961	0.085492	3.520634	31.248618
2765	3215.093230	58.349796	0.073246	3.521753	32.502985
