num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3661	79065.278492	66.792563	1.762355	3.711615	64.186513
3663	79067.343729	65.796659	1.753028	3.715415	65.802515
3665	79069.408158	65.429517	1.759685	3.715496	66.145382
3667	79071.472539	65.256287	1.766335	3.713349	66.422599
3669	79073.537893	64.579233	1.765709	3.714895	62.408347
3671	79075.602399	63.877174	1.760711	3.716112	64.666488
3673	79077.667661	63.636498	1.758606	3.715364	60.975747
3675	79079.732331	63.193382	1.748128	3.716798	61.098305
3677	79081.797125	62.509122	1.770107	3.716093	60.227477
3679	79083.861896	61.944405	1.770709	3.717305	59.020923
3681	79085.927029	61.370307	1.784396	3.715756	58.790176
3683	79087.992622	60.915278	1.755988	3.715777	56.390547
3685	79090.058218	60.614868	1.754273	3.714319	56.865305
3687	79092.123632	60.023628	1.744962	3.714421	53.866137
3689	79094.189460	59.624853	1.755282	3.713890	54.938929
3691	79096.254703	59.131685	1.766545	3.715907	54.039212
3693	79098.319130	58.774939	1.779918	3.714177	52.930513
3695	79100.383238	58.290238	1.784239	3.714887	50.164924
3697	79102.447155	57.621714	1.774230	3.715367	52.250138
3699	79104.510467	57.367409	1.787777	3.715690	51.160009
3701	79106.574393	57.065588	1.795620	3.717095	49.633861
3703	79108.638531	56.551760	1.779940	3.718174	50.129209
3705	79110.702521	56.216637	1.772345	3.718289	49.656453
3707	79112.766643	55.517453	1.781339	3.718928	48.099969
3709	79114.832748	54.799217	1.761536	3.719996	47.006025
3711	79116.897329	54.435578	1.765802	3.719421	47.073841
3713	79118.961928	54.234052	1.784669	3.719002	44.312209
3715	79121.027019	53.726309	1.772020	3.719449	43.208494
3717	79123.091522	53.180132	1.785791	3.718954	43.981099
3719	79125.157106	52.585477	1.784260	3.718528	43.511355
3721	79127.221728	52.589193	1.773474	3.717424	42.930709
3723	79129.286661	51.791265	1.788272	3.717270	42.659471
3725	79131.352080	51.282794	1.780774	3.716791	41.333172
3727	79133.417695	50.928749	1.789897	3.718467	40.407631
3729	79135.483281	50.479295	1.792959	3.719547	39.818427
3731	79137.549879	49.990138	1.793079	3.721330	39.024379
3733	79139.614241	49.757059	1.789520	3.721819	37.591894
3735	79141.679113	49.288527	1.772419	3.722075	37.820111
3737	79143.742749	48.825000	1.786694	3.720400	37.665524
3739	79145.806170	48.524283	1.793126	3.718890	36.388861
3741	79147.870679	47.998669	1.803484	3.717942	35.659521
3743	79149.933612	47.711782	1.817164	3.718004	36.123618
3745	79151.997117	47.106597	1.794126	3.718468	35.944285
3747	79154.060462	46.819731	1.792953	3.718156	33.173685
3749	79156.125344	46.284803	1.801218	3.718755	33.680431
3751	79158.189536	45.905967	1.810985	3.719590	32.862228
3753	79160.255722	45.615148	1.798784	3.719338	31.966607
3755	79162.320230	45.196300	1.821080	3.719771	31.610204
3757	79164.384915	44.932392	1.803127	3.720544	31.796360
3759	79166.450561	44.487364	1.799812	3.720311	30.492000
3761	79168.514220	44.109681	1.787236	3.720219	29.361660
3763	79170.579085	43.533633	1.793404	3.720069	29.269746
3765	79172.644719	43.077298	1.773225	3.720237	30.013636
3767	79174.710255	42.759791	1.771533	3.719735	28.501164
3769	79176.775382	42.667176	1.764409	3.718959	29.340115
3771	79178.841511	42.158218	1.776076	3.719329	28.168819
3773	79180.907422	41.877117	1.789538	3.720402	28.293329
3775	79182.972198	41.542797	1.800986	3.719945	28.119592
3777	79185.037525	41.242330	1.778510	3.719898	25.975709
3779	79187.101225	40.926066	1.768813	3.720148	25.925050
3781	79189.165237	40.586897	1.769054	3.719912	26.051115
3783	79191.228596	40.190017	1.773191	3.720232	25.958952
3785	79193.291600	39.998058	1.759366	3.719660	25.023754
3787	79195.355143	39.582123	1.761133	3.721143	24.709786
3789	79197.419532	39.198889	1.756937	3.720381	24.307067
3791	79199.483452	38.843063	1.741322	3.722362	24.403479
3793	79201.548246	38.563523	1.749393	3.722140	23.851756
3795	79203.610177	38.165660	1.745578	3.720674	23.466189
3797	79205.675452	37.949071	1.743561	3.721152	24.424824
3799	79207.740303	37.740327	1.739926	3.721655	21.533713
3801	79209.804988	37.206142	1.724917	3.721616	22.549772
3803	79211.869094	37.030815	1.723928	3.719535	21.618936
3805	79213.934935	36.685113	1.721303	3.720522	21.102361
3807	79216.000975	36.100005	1.727738	3.720168	21.335006
3809	79218.065775	35.850575	1.720365	3.722483	20.674697
3811	79220.132343	35.553185	1.711963	3.723241	19.705838
3813	79222.196902	35.281261	1.713230	3.724467	20.020847
3815	79224.262105	35.035609	1.690884	3.725942	20.201868
3817	79226.327070	34.777959	1.698054	3.724592	18.736935
3819	79228.392226	34.448101	1.680423	3.724612	19.375196
3821	79230.455013	34.208012	1.674579	3.724528	18.237913
3823	79232.519047	33.724243	1.676933	3.723546	18.044614
3825	79234.581130	33.476841	1.666663	3.720345	18.126507
3827	79236.646141	33.315145	1.666109	3.722446	17.313552
3829	79238.709049	32.766043	1.666695	3.720510	16.591750
3831	79240.772141	32.542223	1.668247	3.720803	17.581435
3833	79242.835877	32.375934	1.661940	3.719205	16.401325
3835	79244.901574	32.035752	1.655829	3.719271	16.418068
3837	79246.965787	31.740976	1.634901	3.720889	16.010207
3839	79249.030145	31.472113	1.630659	3.720274	15.438557
3841	79251.094725	31.099990	1.637064	3.719005	15.542389
3843	79253.160605	30.660813	1.613525	3.718288	15.332552
3845	79255.225213	30.508751	1.607191	3.720545	15.014622
3847	79257.291172	30.248364	1.628601	3.719964	14.469109
3849	79259.356950	30.040320	1.587379	3.719178	14.642925
3851	79261.423334	29.797205	1.591479	3.719658	14.504042
3853	79263.486986	29.426196	1.587959	3.720850	13.471793
3855	79265.551119	29.491622	1.587297	3.722096	13.706259
3857	79267.617134	29.180737	1.580684	3.719393	13.691644
3859	79269.681775	28.957822	1.571871	3.721899	12.907801
3861	79271.745040	28.593218	1.564917	3.721613	12.944826
3863	79273.808034	28.391179	1.566049	3.722370	12.745332
3865	79275.872941	28.095535	1.551100	3.719272	12.965260
3867	79277.936051	27.883294	1.543731	3.724047	12.508481
3869	79279.999823	27.687548	1.528989	3.722020	12.435233
3871	79282.063042	27.384151	1.519757	3.721556	11.446276
3873	79284.127496	27.142241	1.507702	3.720696	11.566232
3875	79286.191562	26.945493	1.506000	3.720872	11.707333
3877	79288.253250	26.642203	1.497264	3.720067	11.696060
3879	79290.319413	26.557301	1.493383	3.719569	11.028380
3881	79292.383042	26.125576	1.488541	3.720235	10.490386
3883	79294.448183	25.996603	1.477782	3.718517	11.067657
3885	79296.509570	25.894061	1.490122	3.723931	10.452973
3887	79298.574688	25.391965	1.472205	3.722965	10.333087
3889	79300.640351	25.085289	1.463512	3.721332	9.786651
3893	79304.771115	24.904350	1.449178	3.727291	10.320538
3895	79306.837077	24.536183	1.440627	3.726515	9.582886
