crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	42.979824	3511	0.000000
281474976710655.000000	55.410545	3512	0.000000
281474976710655.000000	41.663643	3513	0.000000
281474976710655.000000	54.887138	3514	0.000000
281474976710655.000000	36.906902	3515	0.000000
281474976710655.000000	69.750603	3516	0.000000
281474976710655.000000	41.413723	3517	0.000000
281474976710655.000000	48.690769	3518	0.000000
281474976710655.000000	43.339371	3519	0.000000
281474976710655.000000	53.597389	3520	0.000000
281474976710655.000000	35.430557	3521	0.000000
281474976710655.000000	32.625561	3522	0.000000
281474976710655.000000	40.026592	3523	0.000000
281474976710655.000000	38.273716	3524	0.000000
281474976710655.000000	30.827375	3525	0.000000
281474976710655.000000	32.820057	3526	0.000000
281474976710655.000000	33.509205	3527	0.000000
281474976710655.000000	33.468300	3528	0.000000
281474976710655.000000	44.778690	3529	0.000000
281474976710655.000000	41.714943	3530	0.000000
281474976710655.000000	27.957146	3531	0.000000
281474976710655.000000	35.887955	3532	0.000000
281474976710655.000000	26.722517	3533	0.000000
281474976710655.000000	27.073891	3534	0.000000
281474976710655.000000	27.855762	3535	0.000000
281474976710655.000000	31.450420	3536	0.000000
281474976710655.000000	23.851439	3537	0.000000
281474976710655.000000	22.333811	3538	0.000000
281474976710655.000000	24.782297	3539	0.000000
281474976710655.000000	23.791704	3540	0.000000
281474976710655.000000	24.850805	3541	0.000000
281474976710655.000000	23.841608	3542	0.000000
281474976710655.000000	24.922829	3543	0.000000
281474976710655.000000	19.846243	3544	0.000000
281474976710655.000000	19.911612	3545	0.000000
281474976710655.000000	21.480158	3546	0.000000
281474976710655.000000	22.165602	3547	0.000000
281474976710655.000000	20.325500	3548	0.000000
281474976710655.000000	19.316837	3549	0.000000
281474976710655.000000	19.373333	3550	0.000000
281474976710655.000000	18.348568	3551	0.000000
281474976710655.000000	18.209229	3552	0.000000
281474976710655.000000	16.161682	3553	0.000000
281474976710655.000000	16.434166	3554	0.000000
281474976710655.000000	16.624395	3555	0.000000
281474976710655.000000	15.950807	3556	0.000000
281474976710655.000000	15.030235	3557	0.000000
281474976710655.000000	15.690366	3558	0.000000
281474976710655.000000	14.744595	3559	0.000000
281474976710655.000000	13.624765	3560	0.000000
281474976710655.000000	13.687562	3561	0.000000
281474976710655.000000	13.025689	3562	0.000000
281474976710655.000000	13.049527	3563	0.000000
281474976710655.000000	12.912589	3564	0.000000
281474976710655.000000	12.554628	3565	0.000000
281474976710655.000000	12.187983	3566	0.000000
281474976710655.000000	11.753938	3567	0.000000
281474976710655.000000	10.989296	3568	0.000000
281474976710655.000000	11.174097	3569	0.000000
281474976710655.000000	10.081869	3570	0.000000
281474976710655.000000	10.034501	3571	0.000000
281474976710655.000000	9.844118	3572	0.000000
281474976710655.000000	9.313241	3573	0.000000
281474976710655.000000	9.280728	3574	0.000000
281474976710655.000000	9.324707	3575	0.000000
281474976710655.000000	8.742143	3576	0.000000
281474976710655.000000	9.053328	3577	0.000000
281474976710655.000000	8.450686	3578	0.000000
281474976710655.000000	8.159816	3579	0.000000
281474976710655.000000	7.625096	3580	0.000000
281474976710655.000000	7.138347	3581	0.000000
281474976710655.000000	7.093215	3582	0.000000
281474976710655.000000	7.157531	3583	0.000000
281474976710655.000000	6.887022	3584	0.000000
281474976710655.000000	6.636016	3585	0.000000
281474976710655.000000	6.406471	3586	0.000000
281474976710655.000000	6.133067	3587	0.000000
281474976710655.000000	6.002198	3588	0.000000
281474976710655.000000	5.617121	3589	0.000000
281474976710655.000000	4.987363	3590	0.000000
281474976710655.000000	5.734497	3591	0.000000
281474976710655.000000	5.362875	3592	0.000000
281474976710655.000000	5.099330	3593	0.000000
281474976710655.000000	5.010458	3594	0.000000
281474976710655.000000	4.845150	3595	0.000000
281474976710655.000000	4.675355	3596	0.000000
281474976710655.000000	4.560977	3597	0.000000
281474976710655.000000	4.589785	3598	0.000000
281474976710655.000000	4.173319	3599	0.000000
281474976710655.000000	4.137515	3600	0.000000
281474976710655.000000	3.951341	3601	0.000000
281474976710655.000000	3.806255	3602	0.000000
281474976710655.000000	3.529338	3603	0.000000
281474976710655.000000	3.537569	3604	0.000000
281474976710655.000000	3.352344	3605	0.000000
281474976710655.000000	3.203403	3606	0.000000
281474976710655.000000	3.144466	3607	0.000000
