num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2781	78060.962527	67.410550	2.534636	3.668593	86.979699
2785	78065.097377	65.201724	2.562116	3.672891	81.526039
2787	78067.164945	64.149851	2.482901	3.671907	79.861195
2789	78069.232350	63.077569	2.522947	3.669646	77.624753
2791	78071.300504	61.980353	2.506787	3.669110	72.489996
2793	78073.368141	61.144420	2.502107	3.669047	72.526556
2795	78075.435636	60.131086	2.485152	3.669529	70.650736
2797	78077.503765	58.948000	2.471244	3.669898	66.172487
2799	78079.571173	58.238338	2.478133	3.669707	67.628627
2801	78081.638596	57.228406	2.491175	3.670633	62.331182
2803	78083.706429	56.444702	2.458933	3.671462	60.637615
2805	78085.774170	55.404815	2.469644	3.671946	60.251649
2807	78087.841883	54.819331	2.448105	3.668934	59.386546
2809	78089.909952	53.959007	2.468938	3.669400	58.261760
2811	78091.978632	52.837455	2.470426	3.669657	52.007323
2813	78094.047001	51.891193	2.444487	3.671702	51.020914
2815	78096.114888	50.792636	2.419395	3.673799	51.140956
2817	78098.182412	50.241377	2.428787	3.674272	48.059917
2819	78100.250061	49.502404	2.416413	3.672316	46.652695
2821	78102.315718	48.641137	2.412661	3.670369	45.354263
2823	78104.381897	47.701848	2.433973	3.670075	44.751920
2825	78106.450194	46.846420	2.419344	3.669510	43.146355
2827	78108.518718	45.959792	2.446270	3.671222	41.013462
2829	78110.584520	45.415054	2.391680	3.671602	39.013407
2831	78112.652814	44.617840	2.391484	3.671863	39.862012
2833	78114.720423	43.991518	2.380300	3.672654	39.425763
2835	78116.786935	43.214618	2.347194	3.670719	37.278654
2837	78118.855059	42.532132	2.341781	3.672484	34.482582
2839	78120.922017	41.652286	2.326514	3.672960	33.780604
2841	78122.989124	41.041940	2.310329	3.672689	32.833711
2843	78125.057188	40.156028	2.286163	3.673153	31.743595
2845	78127.124573	39.452270	2.273465	3.672250	29.975835
2847	78129.192684	38.972128	2.262088	3.672055	29.523800
2849	78131.260488	38.121258	2.232014	3.671709	28.584316
2851	78133.329123	37.327021	2.218479	3.671645	28.259740
2853	78135.397920	36.637832	2.199946	3.673856	26.935483
2855	78137.465357	36.099925	2.186982	3.671171	26.235266
2857	78139.533900	35.468960	2.173903	3.671888	25.304173
2859	78141.601837	34.950395	2.169562	3.673086	24.155926
2861	78143.666489	34.331198	2.120385	3.672306	23.567111
2863	78145.734769	33.801291	2.096172	3.671300	22.641346
2865	78147.801303	33.115564	2.080909	3.671751	22.960760
2867	78149.867329	32.556092	2.044450	3.671705	21.847417
2869	78151.935262	32.005451	2.019297	3.670814	20.956649
2871	78154.000613	31.415146	1.994504	3.672646	19.554206
2873	78156.068248	30.838150	1.968468	3.670895	18.653932
2875	78158.134514	30.273828	1.943930	3.671719	18.671713
2877	78160.202789	29.660367	1.925873	3.671228	17.792501
2879	78162.270287	29.260228	1.904028	3.670266	17.314207
2881	78164.337812	28.650588	1.891740	3.672035	16.618406
2883	78166.406180	28.073424	1.866293	3.668816	15.725113
2885	78168.471846	27.691314	1.838818	3.669410	14.639471
2887	78170.540434	27.100814	1.828404	3.667780	14.977455
2889	78172.608435	26.594772	1.793799	3.670726	14.234511
2891	78174.675652	26.048329	1.775491	3.669339	13.934213
2893	78176.743298	25.539088	1.762484	3.669244	13.240981
2895	78178.813186	25.264606	1.729852	3.669277	13.095958
2897	78180.880739	24.711984	1.725977	3.672810	12.231071
2899	78182.948945	24.179002	1.687476	3.675043	11.478484
2901	78185.015518	23.854480	1.653408	3.674249	11.433673
2903	78187.083504	23.332272	1.629250	3.676631	11.354237
2905	78189.149613	22.956408	1.625068	3.672076	10.982466
2907	78191.217278	22.559956	1.597130	3.668525	9.992691
2909	78193.282246	22.198483	1.586696	3.668946	10.010949
2911	78195.350032	21.708335	1.570155	3.667185	9.467960
2913	78197.416507	21.241457	1.550453	3.670859	8.409045
2915	78199.483835	20.866740	1.519937	3.668600	9.116364
2917	78201.550779	20.517239	1.506168	3.665150	8.248773
2919	78203.615248	20.233335	1.484910	3.671747	7.949504
2921	78205.682407	19.664359	1.462340	3.671511	7.532317
2923	78207.751925	19.420668	1.420157	3.674809	7.405989
2925	78209.817029	19.173602	1.398102	3.668254	7.566276
2927	78211.884987	18.908292	1.376704	3.669621	7.067909
2929	78213.955939	18.539207	1.361094	3.668196	6.320571
