crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	80.918983	2783	0.000000
281474976710655.000000	37.614433	2784	0.000000
281474976710655.000000	78.948845	2785	0.000000
281474976710655.000000	Inf	2786	0.000000
281474976710655.000000	77.225250	2787	0.000000
281474976710655.000000	76.430809	2788	0.000000
281474976710655.000000	78.140709	2789	0.000000
281474976710655.000000	150.539581	2790	0.000000
281474976710655.000000	82.266708	2791	0.000000
281474976710655.000000	73.649979	2792	0.000000
281474976710655.000000	74.217712	2793	0.000000
281474976710655.000000	68.148437	2794	0.000000
281474976710655.000000	69.124954	2795	0.000000
281474976710655.000000	77.891129	2796	0.000000
281474976710655.000000	51.662582	2797	0.000000
281474976710655.000000	67.121330	2798	0.000000
281474976710655.000000	67.748817	2799	0.000000
281474976710655.000000	63.997818	2800	0.000000
281474976710655.000000	62.722771	2801	0.000000
281474976710655.000000	61.588730	2802	0.000000
281474976710655.000000	42.670521	2803	0.000000
281474976710655.000000	38.210636	2804	0.000000
281474976710655.000000	38.125031	2805	0.000000
281474976710655.000000	99.404396	2806	0.000000
281474976710655.000000	60.244625	2807	0.000000
281474976710655.000000	56.912148	2808	0.000000
281474976710655.000000	56.770233	2809	0.000000
281474976710655.000000	54.641685	2810	0.000000
281474976710655.000000	54.536053	2811	0.000000
281474976710655.000000	25.870232	2812	0.000000
281474976710655.000000	61.076145	2813	0.000000
281474976710655.000000	42.601471	2814	0.000000
281474976710655.000000	51.746437	2815	0.000000
281474976710655.000000	50.055447	2816	0.000000
281474976710655.000000	78.673325	2817	0.000000
281474976710655.000000	52.844025	2818	0.000000
281474976710655.000000	37.767376	2819	0.000000
281474976710655.000000	45.931202	2820	0.000000
281474976710655.000000	38.443756	2821	0.000000
281474976710655.000000	45.414520	2822	0.000000
281474976710655.000000	42.169857	2823	0.000000
281474976710655.000000	34.695023	2824	0.000000
281474976710655.000000	36.502666	2825	0.000000
281474976710655.000000	45.056400	2826	0.000000
281474976710655.000000	47.602482	2827	0.000000
281474976710655.000000	39.284958	2828	0.000000
281474976710655.000000	38.716114	2829	0.000000
281474976710655.000000	34.792702	2830	0.000000
281474976710655.000000	33.296108	2831	0.000000
281474976710655.000000	32.534618	2832	0.000000
281474976710655.000000	45.876411	2833	0.000000
281474976710655.000000	42.045605	2834	0.000000
281474976710655.000000	43.319294	2835	0.000000
281474976710655.000000	37.433971	2836	0.000000
281474976710655.000000	31.826099	2837	0.000000
281474976710655.000000	39.130695	2838	0.000000
281474976710655.000000	29.221588	2839	0.000000
281474976710655.000000	31.927349	2840	0.000000
281474976710655.000000	39.053173	2841	0.000000
281474976710655.000000	33.229984	2842	0.000000
281474976710655.000000	28.708849	2843	0.000000
281474976710655.000000	34.621929	2844	0.000000
281474976710655.000000	28.468924	2845	0.000000
281474976710655.000000	30.732977	2846	0.000000
