crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	46.167080	1328	0.000000
281474976710655.000000	54.471146	1329	0.000000
281474976710655.000000	37.045990	1330	0.000000
281474976710655.000000	49.811508	1331	0.000000
281474976710655.000000	39.179665	1332	0.000000
281474976710655.000000	47.760704	1333	0.000000
281474976710655.000000	62.538368	1334	0.000000
281474976710655.000000	38.525810	1335	0.000000
281474976710655.000000	42.464287	1336	0.000000
281474976710655.000000	48.730618	1337	0.000000
281474976710655.000000	49.501255	1338	0.000000
281474976710655.000000	41.179893	1339	0.000000
281474976710655.000000	54.630470	1340	0.000000
281474976710655.000000	47.498962	1341	0.000000
281474976710655.000000	57.803055	1342	0.000000
281474976710655.000000	35.474186	1343	0.000000
281474976710655.000000	48.505314	1344	0.000000
281474976710655.000000	48.139389	1345	0.000000
281474976710655.000000	39.843163	1346	0.000000
281474976710655.000000	49.848976	1347	0.000000
281474976710655.000000	39.574799	1348	0.000000
281474976710655.000000	54.406696	1349	0.000000
281474976710655.000000	43.896580	1350	0.000000
281474976710655.000000	41.900864	1351	0.000000
281474976710655.000000	36.095253	1352	0.000000
281474976710655.000000	42.032810	1353	0.000000
281474976710655.000000	34.065434	1354	0.000000
281474976710655.000000	77.610123	1355	0.000000
281474976710655.000000	43.896042	1356	0.000000
281474976710655.000000	43.632439	1357	0.000000
281474976710655.000000	59.958630	1358	0.000000
281474976710655.000000	44.363861	1359	0.000000
281474976710655.000000	35.762001	1360	0.000000
281474976710655.000000	35.591194	1361	0.000000
281474976710655.000000	63.930634	1362	0.000000
281474976710655.000000	44.827175	1363	0.000000
281474976710655.000000	49.554119	1364	0.000000
281474976710655.000000	46.735493	1365	0.000000
281474976710655.000000	33.774273	1366	0.000000
281474976710655.000000	36.186928	1367	0.000000
281474976710655.000000	55.390312	1368	0.000000
281474976710655.000000	43.706287	1369	0.000000
281474976710655.000000	59.218895	1370	0.000000
281474976710655.000000	50.075996	1371	0.000000
281474976710655.000000	43.187138	1372	0.000000
281474976710655.000000	45.772495	1373	0.000000
281474976710655.000000	36.335121	1374	0.000000
281474976710655.000000	48.355865	1375	0.000000
281474976710655.000000	44.278831	1376	0.000000
281474976710655.000000	42.059132	1377	0.000000
281474976710655.000000	30.900930	1378	0.000000
281474976710655.000000	44.274975	1379	0.000000
281474976710655.000000	37.333187	1380	0.000000
281474976710655.000000	43.063156	1381	0.000000
281474976710655.000000	35.245232	1382	0.000000
281474976710655.000000	35.785351	1383	0.000000
281474976710655.000000	33.047276	1384	0.000000
281474976710655.000000	49.822598	1385	0.000000
281474976710655.000000	51.297207	1386	0.000000
281474976710655.000000	43.013664	1387	0.000000
281474976710655.000000	34.709751	1388	0.000000
281474976710655.000000	36.091652	1389	0.000000
281474976710655.000000	34.350044	1390	0.000000
281474976710655.000000	52.073757	1391	0.000000
281474976710655.000000	51.049446	1392	0.000000
281474976710655.000000	40.208439	1393	0.000000
281474976710655.000000	37.813744	1394	0.000000
281474976710655.000000	41.498856	1395	0.000000
281474976710655.000000	34.815090	1396	0.000000
281474976710655.000000	40.975700	1397	0.000000
281474976710655.000000	39.571041	1398	0.000000
281474976710655.000000	39.873974	1399	0.000000
281474976710655.000000	33.733433	1400	0.000000
281474976710655.000000	33.626812	1401	0.000000
281474976710655.000000	32.843636	1402	0.000000
281474976710655.000000	42.022873	1403	0.000000
281474976710655.000000	34.635597	1404	0.000000
281474976710655.000000	33.452202	1405	0.000000
281474976710655.000000	42.796104	1406	0.000000
281474976710655.000000	48.893627	1407	0.000000
281474976710655.000000	49.139282	1408	0.000000
281474976710655.000000	30.580202	1409	0.000000
281474976710655.000000	38.605789	1410	0.000000
281474976710655.000000	30.622606	1411	0.000000
281474976710655.000000	44.282246	1412	0.000000
281474976710655.000000	43.559429	1413	0.000000
281474976710655.000000	36.504852	1414	0.000000
281474976710655.000000	40.355217	1415	0.000000
281474976710655.000000	32.929649	1416	0.000000
281474976710655.000000	34.375637	1417	0.000000
281474976710655.000000	29.525003	1418	0.000000
281474976710655.000000	40.550655	1419	0.000000
281474976710655.000000	32.638321	1420	0.000000
281474976710655.000000	30.626560	1421	0.000000
281474976710655.000000	48.626659	1422	0.000000
281474976710655.000000	36.687607	1423	0.000000
281474976710655.000000	33.570721	1424	0.000000
281474976710655.000000	39.886730	1425	0.000000
281474976710655.000000	43.713253	1426	0.000000
281474976710655.000000	31.963543	1427	0.000000
281474976710655.000000	30.587475	1428	0.000000
281474976710655.000000	32.222122	1429	0.000000
281474976710655.000000	34.513374	1430	0.000000
281474976710655.000000	41.708931	1431	0.000000
281474976710655.000000	30.496965	1432	0.000000
281474976710655.000000	31.110064	1433	0.000000
281474976710655.000000	30.345846	1434	0.000000
281474976710655.000000	31.150606	1435	0.000000
281474976710655.000000	35.782131	1436	0.000000
281474976710655.000000	36.194084	1437	0.000000
281474976710655.000000	32.825241	1438	0.000000
281474976710655.000000	32.213451	1439	0.000000
281474976710655.000000	37.961601	1440	0.000000
281474976710655.000000	30.123446	1441	0.000000
281474976710655.000000	33.107998	1442	0.000000
281474976710655.000000	40.552959	1443	0.000000
281474976710655.000000	38.010395	1444	0.000000
281474976710655.000000	36.993305	1445	0.000000
281474976710655.000000	32.938808	1446	0.000000
281474976710655.000000	31.074572	1447	0.000000
281474976710655.000000	33.810280	1448	0.000000
281474976710655.000000	34.687763	1449	0.000000
281474976710655.000000	31.711870	1450	0.000000
281474976710655.000000	30.413885	1451	0.000000
281474976710655.000000	36.454147	1452	0.000000
281474976710655.000000	30.987898	1453	0.000000
281474976710655.000000	43.549957	1454	0.000000
281474976710655.000000	38.614727	1455	0.000000
281474976710655.000000	34.985203	1456	0.000000
281474976710655.000000	32.090660	1457	0.000000
281474976710655.000000	31.409727	1458	0.000000
281474976710655.000000	33.941196	1459	0.000000
281474976710655.000000	36.917408	1460	0.000000
281474976710655.000000	31.822470	1461	0.000000
281474976710655.000000	35.530373	1462	0.000000
281474976710655.000000	33.695221	1463	0.000000
281474976710655.000000	28.701883	1464	0.000000
281474976710655.000000	35.804356	1465	0.000000
281474976710655.000000	39.069332	1466	0.000000
281474976710655.000000	30.087339	1467	0.000000
281474976710655.000000	26.305311	1468	0.000000
281474976710655.000000	32.179287	1469	0.000000
281474976710655.000000	32.837799	1470	0.000000
281474976710655.000000	27.846136	1471	0.000000
281474976710655.000000	28.074503	1472	0.000000
281474976710655.000000	25.741734	1473	0.000000
281474976710655.000000	28.401733	1474	0.000000
281474976710655.000000	34.874908	1475	0.000000
281474976710655.000000	34.038330	1476	0.000000
281474976710655.000000	31.722383	1477	0.000000
281474976710655.000000	28.152216	1478	0.000000
281474976710655.000000	26.151934	1479	0.000000
281474976710655.000000	28.513151	1480	0.000000
281474976710655.000000	24.066313	1481	0.000000
281474976710655.000000	26.279081	1482	0.000000
281474976710655.000000	32.150570	1483	0.000000
281474976710655.000000	33.197842	1484	0.000000
281474976710655.000000	26.678188	1485	0.000000
281474976710655.000000	29.847685	1486	0.000000
281474976710655.000000	25.571871	1487	0.000000
281474976710655.000000	25.336752	1488	0.000000
281474976710655.000000	26.693159	1489	0.000000
281474976710655.000000	25.328201	1490	0.000000
281474976710655.000000	26.574438	1491	0.000000
281474976710655.000000	32.763084	1492	0.000000
281474976710655.000000	31.116259	1493	0.000000
281474976710655.000000	24.917461	1494	0.000000
281474976710655.000000	34.968689	1495	0.000000
281474976710655.000000	26.453289	1496	0.000000
281474976710655.000000	29.171062	1497	0.000000
281474976710655.000000	30.236486	1498	0.000000
281474976710655.000000	27.803154	1499	0.000000
281474976710655.000000	30.917543	1500	0.000000
281474976710655.000000	29.703783	1501	0.000000
281474976710655.000000	29.051847	1502	0.000000
