num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1419	1775.784172	60.563065	-2.282615	3.676188	35.889689
1421	1777.840218	60.562430	-2.277670	3.676508	36.861985
1423	1779.894947	60.566270	-2.285265	3.679976	36.645786
1425	1781.949057	60.333412	-2.303718	3.684222	35.052557
1427	1784.006098	59.935643	-2.343783	3.686482	34.380087
1429	1786.065202	59.432879	-2.387617	3.685918	36.670158
1431	1788.126810	59.133457	-2.392952	3.682151	35.942242
1433	1790.189324	58.595390	-2.387608	3.677143	35.886999
1435	1792.253920	58.519852	-2.406239	3.674006	34.327035
1437	1794.316182	58.743388	-2.436770	3.672173	35.720058
1439	1796.377553	58.475125	-2.439935	3.670606	33.956570
1441	1798.437023	58.480960	-2.453070	3.670807	33.949644
1443	1800.495126	57.999706	-2.476025	3.670475	35.030821
1445	1802.553262	58.060614	-2.478829	3.670510	33.086664
1447	1804.611338	57.862122	-2.498955	3.672250	33.237887
1449	1806.669706	57.402800	-2.530134	3.671196	33.521961
1451	1808.728432	57.113134	-2.537967	3.670625	33.729599
1453	1810.788526	57.040464	-2.556403	3.670854	32.259386
1455	1812.848678	56.879286	-2.578867	3.671854	31.782399
1457	1814.909284	56.659483	-2.589715	3.673256	32.712709
1459	1816.969011	56.513910	-2.589128	3.673533	32.386747
1461	1819.027937	56.427358	-2.612416	3.675058	30.998653
1463	1821.085965	56.263228	-2.644396	3.674752	32.132917
1465	1823.142751	56.168368	-2.652975	3.671344	32.099859
1467	1825.197561	56.114543	-2.672887	3.666951	31.136766
1469	1827.251721	55.567274	-2.676139	3.661355	32.254698
1471	1829.307724	55.382485	-2.688847	3.659551	31.517838
1473	1831.364295	55.198245	-2.703060	3.657937	31.044133
1475	1833.423980	54.927156	-2.708148	3.658616	31.233318
1477	1835.485041	54.647366	-2.724094	3.658370	30.071876
1479	1837.546923	54.559827	-2.729950	3.660447	30.222722
1481	1839.609492	54.264974	-2.730556	3.660093	29.164545
1483	1841.671621	54.207012	-2.773774	3.661641	29.049352
1485	1843.733398	53.920840	-2.788608	3.660652	28.972803
1487	1845.793532	53.900591	-2.814018	3.660635	29.788741
1489	1847.853242	53.678245	-2.828933	3.659078	29.114873
1491	1849.913004	53.697881	-2.828645	3.657534	27.920776
1493	1851.971139	53.198097	-2.846581	3.655880	29.133740
1495	1854.029746	53.232693	-2.859899	3.654650	28.221229
1497	1856.087763	53.165980	-2.874332	3.653541	28.907069
1499	1858.144800	52.956934	-2.891240	3.653135	28.517384
1501	1860.202031	53.019877	-2.897462	3.654159	27.130899
1503	1862.257216	52.855252	-2.880830	3.656122	27.498755
1505	1864.312358	52.469929	-2.901801	3.657753	27.921082
1507	1866.368924	51.934627	-2.930731	3.656624	27.706609
1509	1868.427112	51.994725	-2.927781	3.658059	28.032247
1511	1870.486531	51.627022	-2.940313	3.656848	27.810490
1513	1872.547289	51.517580	-2.949626	3.655788	27.687008
1515	1874.609098	51.106139	-2.960500	3.652830	27.534046
1517	1876.672141	50.957621	-2.956160	3.651602	26.720722
1519	1878.734739	50.896285	-2.982047	3.648554	27.152020
1521	1880.795858	50.527247	-2.982660	3.646607	26.693447
1523	1882.857797	50.460537	-2.992696	3.645521	26.796373
1525	1884.918197	50.497105	-2.967853	3.646017	25.676149
1527	1886.977501	50.387139	-2.984109	3.645485	26.431403
1529	1889.036754	50.241434	-2.999084	3.644672	25.884394
1531	1891.095667	49.837721	-3.034550	3.645124	25.828391
1533	1893.154508	49.631907	-3.055266	3.644536	24.985083
1535	1895.214206	49.595841	-3.046409	3.644950	24.328667
1537	1897.272924	49.817313	-3.055421	3.645133	25.613061
1539	1899.331363	49.367433	-3.061805	3.646306	25.078843
1541	1901.390965	49.240423	-3.061144	3.645532	24.936624
1543	1903.448623	49.110813	-3.080058	3.645399	24.382756
1545	1905.506171	48.961124	-3.080286	3.643748	23.717805
1547	1907.561358	48.793836	-3.104274	3.642695	24.877183
1549	1909.618193	48.729361	-3.088887	3.638706	24.915800
1551	1911.673042	48.641329	-3.113586	3.636619	24.259363
1553	1913.728794	48.278922	-3.121310	3.633211	23.914893
1555	1915.785339	48.217632	-3.119670	3.630427	23.493259
1557	1917.842880	48.076367	-3.114216	3.629666	23.578517
1559	1919.900663	47.659040	-3.138857	3.628773	24.107590
1561	1921.959767	47.621649	-3.128044	3.629210	22.794222
1563	1924.020013	47.473086	-3.150164	3.630076	22.925123
1565	1926.082418	47.339043	-3.139499	3.630594	22.687879
1567	1928.144266	47.125719	-3.170120	3.630918	22.801749
1569	1930.205120	47.048522	-3.163336	3.629357	22.981454
1571	1932.266090	46.928250	-3.176419	3.628405	22.384958
1573	1934.326258	46.619475	-3.184730	3.629610	22.854679
1575	1936.386231	46.447741	-3.196295	3.628826	22.006878
1577	1938.445144	46.265760	-3.227739	3.626767	22.234942
1579	1940.504196	46.203365	-3.226911	3.625711	21.650194
1581	1942.561728	45.917061	-3.235771	3.624651	20.823157
1583	1944.619156	46.081339	-3.227947	3.624534	21.065360
1585	1946.676819	45.790421	-3.212921	3.622911	21.037977
1587	1948.733956	45.821936	-3.233296	3.624660	21.088376
1589	1950.789460	45.576643	-3.235793	3.625510	20.548042
1591	1952.847305	45.498412	-3.233790	3.626787	20.701444
1593	1954.904125	45.287043	-3.253117	3.626958	20.579237
1595	1956.961984	45.138303	-3.260012	3.626665	20.349594
1597	1959.020475	44.731015	-3.265533	3.625755	20.762140
1599	1961.081171	44.492337	-3.268299	3.623946	20.746032
1601	1963.142371	44.403680	-3.252095	3.622491	20.165327
1603	1965.203518	44.339100	-3.257196	3.619884	20.433385
1605	1967.265529	44.184134	-3.268348	3.617765	18.553270
1607	1969.327151	44.002229	-3.261969	3.616633	18.760544
1609	1971.388118	43.606100	-3.292837	3.615174	21.199699
1611	1973.451597	43.577418	-3.249273	3.615327	18.460169
1613	1975.511035	43.648377	-3.285268	3.614258	20.522087
1615	1977.570976	43.359780	-3.279897	3.613230	19.871379
1617	1979.631747	43.358767	-3.282108	3.613375	19.591305
1619	1981.691333	43.272324	-3.280860	3.611464	19.782879
1621	1983.748870	43.108637	-3.322833	3.611846	19.612064
1623	1985.808456	42.728690	-3.313271	3.613135	19.148041
1625	1987.866861	42.757051	-3.295606	3.611971	18.138992
1627	1989.925907	42.581938	-3.305649	3.613936	19.235085
1629	1991.984065	42.447352	-3.312015	3.613688	18.557828
1631	1994.042112	42.223764	-3.340602	3.611784	18.543527
1633	1996.098306	42.216447	-3.332868	3.611056	18.788781
1635	1998.154728	42.022586	-3.340521	3.609265	18.439543
1637	2000.210871	41.949790	-3.329599	3.607936	18.681502
1639	2002.266170	41.878991	-3.341442	3.603940	18.681634
1641	2004.324357	41.555098	-3.341902	3.601891	17.856584
1643	2006.378523	41.612817	-3.338452	3.596288	18.011295
1645	2008.436156	41.524068	-3.348228	3.594046	16.932709
1647	2010.492257	41.107726	-3.352697	3.598041	17.797034
1649	2012.550118	41.204080	-3.369142	3.597500	17.623904
1651	2014.609449	40.882326	-3.372257	3.596353	16.912595
