num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3211	3967.736719	60.899161	0.827167	3.635761	71.130863
3213	3969.806198	59.006001	0.782782	3.633969	66.961496
3215	3971.874864	56.968892	0.752577	3.632426	65.433629
3217	3973.946650	54.551555	0.720008	3.628934	61.317110
3219	3976.017538	53.081267	0.685549	3.630530	56.946319
3221	3978.088698	51.152294	0.652553	3.631177	49.087582
3223	3980.160996	49.385860	0.618537	3.631713	48.808373
3225	3982.233566	47.554170	0.565149	3.632597	45.940120
3227	3984.305124	45.815458	0.545292	3.632757	40.721941
3229	3986.375391	44.175786	0.503610	3.632907	40.131469
3231	3988.446274	42.816059	0.460658	3.631674	35.775163
3233	3990.515854	41.351928	0.446334	3.630496	32.900470
3235	3992.582689	39.873958	0.389598	3.630862	31.962603
3237	3994.650436	38.534999	0.375937	3.631176	29.646870
3239	3996.717528	37.117584	0.327964	3.632053	26.132647
3241	3998.783105	35.878802	0.291622	3.631444	27.863971
3243	4000.852466	34.632944	0.273695	3.631460	23.793756
3245	4002.921362	33.092096	0.221381	3.632157	21.924073
3247	4004.989766	31.724737	0.203143	3.630063	19.853953
3249	4007.060591	30.467566	0.157140	3.627487	18.406808
3251	4009.129273	29.399511	0.143004	3.627416	18.009407
3253	4011.200026	28.111780	0.130394	3.623463	17.000781
3255	4013.271856	27.152643	0.093872	3.622735	13.849717
3257	4015.338617	26.139672	0.084664	3.619303	14.979537
3259	4017.404483	25.301846	0.067626	3.619601	13.075705
3261	4019.475064	24.319454	0.051004	3.614409	11.804690
3263	4021.547166	23.410467	0.036359	3.612013	10.720565
3265	4023.620864	22.428767	0.022184	3.613144	10.587847
3267	4025.693324	21.506607	0.000062	3.613900	9.513035
3269	4027.767956	20.661513	-0.015963	3.619753	9.025468
3271	4029.840109	19.982231	-0.020382	3.616507	7.944561
3273	4031.913995	19.129488	-0.046088	3.620968	7.663818
3275	4033.987026	18.571851	-0.055484	3.619145	7.232802
3277	4036.059265	18.077327	-0.067819	3.616394	6.383263
3279	4038.127474	17.266777	-0.071564	3.614435	5.706153
3281	4040.192724	17.000233	-0.086995	3.614256	5.057005
