num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3933	79354.491681	62.277564	0.253569	3.683600	59.181531
3935	79356.557198	61.683447	0.261878	3.681520	62.789646
3937	79358.622417	61.341089	0.251695	3.682025	56.075235
3939	79360.686506	60.890244	0.302355	3.683468	60.404932
3941	79362.751749	60.133012	0.264009	3.683201	58.295744
3943	79364.817666	59.761207	0.302986	3.683230	53.578922
3945	79366.881166	59.309755	0.317096	3.682209	55.959190
3947	79368.946834	58.788032	0.314940	3.682298	53.795014
3949	79371.010168	58.297176	0.316834	3.681206	53.695519
3951	79373.075310	57.928976	0.329444	3.681603	51.609969
3953	79375.138761	57.463470	0.328454	3.681316	52.143453
3955	79377.203410	57.042733	0.329114	3.681540	48.238920
3957	79379.268068	56.514369	0.329923	3.681625	49.398241
3959	79381.332537	56.120096	0.348585	3.682156	48.816697
3961	79383.396911	55.514395	0.351875	3.681491	48.297616
3963	79385.462326	55.215622	0.356552	3.680805	49.016917
3965	79387.527118	54.810133	0.366364	3.681048	47.176242
3967	79389.592042	54.328354	0.376360	3.680540	45.171883
3969	79391.658081	53.586536	0.375054	3.680391	44.482350
3971	79393.722343	53.231753	0.388723	3.680600	44.613128
3973	79395.786826	52.901926	0.395788	3.680744	44.811754
3975	79397.851839	52.457366	0.406248	3.681108	42.946152
3977	79399.917080	51.548200	0.420507	3.681791	41.071407
3979	79401.980441	51.614875	0.426886	3.682142	42.479094
3981	79404.048014	51.187527	0.433137	3.682709	42.204785
3983	79406.113272	50.612978	0.428416	3.682663	40.178192
3985	79408.177787	50.313767	0.455575	3.682670	39.631477
3987	79410.243249	49.886954	0.452265	3.682528	38.273777
3989	79412.307626	49.471151	0.455934	3.682547	36.460874
3991	79414.371724	49.082202	0.468601	3.681153	38.627936
3993	79416.434924	48.847298	0.477539	3.680868	36.744184
3995	79418.499511	48.153738	0.466333	3.680269	36.829280
3997	79420.563397	47.690132	0.491210	3.679619	35.775182
3999	79422.627322	47.417382	0.498979	3.679368	35.546708
4001	79424.693749	46.992958	0.517380	3.679311	34.835745
4003	79426.757631	46.463433	0.518166	3.679114	34.082148
4005	79428.821835	46.220845	0.523395	3.679372	34.768535
4007	79430.887273	45.840336	0.546057	3.678544	32.879624
4009	79432.951686	45.513021	0.537607	3.678429	33.388292
4011	79435.015899	45.311965	0.551726	3.678634	32.585407
4013	79437.081851	44.637241	0.555130	3.678987	32.390864
4015	79439.145809	44.319960	0.547935	3.679664	31.646781
4017	79441.210869	43.953719	0.581909	3.679353	29.776010
4019	79443.275602	43.495946	0.574621	3.679448	30.827548
4021	79445.340706	43.211112	0.565976	3.680387	30.171759
4023	79447.405896	42.792472	0.571248	3.680097	29.486678
4025	79449.469658	42.457401	0.606368	3.679921	26.839071
4027	79451.533771	42.188297	0.618904	3.679297	27.775124
4029	79453.598407	41.845437	0.617489	3.679685	27.923754
4031	79455.661700	41.446443	0.607512	3.679120	27.633308
4033	79457.726049	41.179657	0.622553	3.677977	26.925411
4035	79459.789488	40.699777	0.630296	3.678832	26.182106
4037	79461.854647	40.319181	0.627823	3.678219	25.167488
4039	79463.918572	40.039061	0.631564	3.678499	25.883502
4041	79465.983673	39.671712	0.635803	3.678704	25.300933
4043	79468.047519	39.233357	0.651231	3.678536	25.284500
4045	79470.112177	39.128982	0.639928	3.678047	24.071982
4047	79472.177037	38.668014	0.648216	3.678207	23.872339
4049	79474.240287	38.337836	0.646289	3.678628	24.203731
4051	79476.307149	38.200912	0.657527	3.677470	23.231876
4053	79478.371613	37.606069	0.663387	3.678585	22.501276
4055	79480.436217	37.332956	0.667787	3.679009	22.807823
4057	79482.500994	36.848029	0.665471	3.680069	22.418355
4059	79484.566326	36.679762	0.678064	3.680202	21.291595
4061	79486.630784	36.355391	0.676092	3.679729	21.498683
4063	79488.695640	35.976046	0.676076	3.680306	20.581672
4065	79490.760636	35.811944	0.679178	3.680081	20.874230
4067	79492.825172	35.378954	0.675648	3.681041	19.904526
4069	79494.888184	35.072521	0.673127	3.680110	20.149263
4071	79496.952541	34.699070	0.689081	3.679493	20.065364
4073	79499.017733	34.646757	0.675508	3.679711	18.757390
4075	79501.081334	34.225380	0.687386	3.679231	18.975383
4077	79503.145661	33.887696	0.682249	3.678091	18.772500
4079	79505.209266	33.692261	0.717416	3.677898	18.278883
4081	79507.275150	33.366004	0.687705	3.676429	18.037040
4083	79509.338067	32.963357	0.717733	3.675703	18.170677
4085	79511.402835	32.745135	0.705762	3.675689	16.721658
4087	79513.467115	32.470134	0.725720	3.675380	16.963406
4089	79515.530748	32.386125	0.713472	3.676290	16.774111
4091	79517.597671	31.624544	0.720859	3.676892	16.623305
4093	79519.661831	31.802949	0.761647	3.674270	15.897980
