num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2065	2487.898021	67.979309	0.651626	0.523594	39.936771
2069	2492.013832	41.144087	1.918146	0.511610	42.764462
2071	2494.072203	67.767178	0.559433	0.522430	42.235588
2073	2496.129952	67.379000	0.534260	0.521681	45.286328
2075	2498.188737	67.227289	0.519098	0.521679	40.297648
2077	2500.247151	66.887742	0.489570	0.522205	42.342215
2079	2502.304681	66.930727	0.466498	0.521455	40.501881
2081	2504.363372	66.469940	0.443953	0.521922	39.401027
2083	2506.421459	66.570209	0.419008	0.522526	40.427998
2085	2508.478419	66.253752	0.401897	0.520564	39.897569
2087	2510.536755	65.928683	0.375861	0.521897	40.986583
2089	2512.593259	65.707644	0.333871	0.520482	40.343684
2091	2514.651447	65.717729	0.317072	0.521101	40.639968
2093	2516.708859	65.508774	0.280776	0.521840	40.604109
2095	2518.765969	65.341149	0.290475	0.521985	39.569486
2097	2520.823022	65.219409	0.316060	0.524615	39.033897
2101	2524.938139	64.904971	0.223553	0.522742	39.266711
2103	2526.995717	64.446678	0.180547	0.523860	38.945130
2105	2529.053615	64.425175	0.181192	0.523192	39.247532
2107	2531.112157	64.469189	0.165878	0.523652	39.142135
2109	2533.169705	64.157521	0.125578	0.521898	38.748201
2111	2535.227044	63.980717	0.095358	0.522413	36.084136
2113	2537.285677	63.878989	0.086233	0.523010	38.808977
2115	2539.344930	63.286130	0.069834	0.522862	36.658635
2117	2541.403308	63.222764	0.035975	0.521932	36.336926
2119	2543.461317	63.342476	0.038756	0.521360	36.473091
2121	2545.520063	62.852015	0.013330	0.520645	37.068709
2123	2547.580205	62.802215	-0.026413	0.521129	36.731867
2125	2549.639781	62.638458	-0.064757	0.519938	35.831781
2127	2551.699391	62.427123	-0.069303	0.521480	38.482678
2129	2553.757952	62.159413	-0.071575	0.521146	37.203775
2131	2555.817076	61.973427	-0.088734	0.520888	37.113928
2133	2557.876721	61.832369	-0.122126	0.520823	34.652115
2135	2559.935145	61.538005	-0.128604	0.521132	35.820820
2137	2561.994807	61.245886	-0.188029	0.520785	34.874104
2139	2564.054084	61.205332	-0.172088	0.520404	34.502401
2141	2566.112444	61.248885	-0.209563	0.520211	35.065824
2143	2568.171045	60.976288	-0.216346	0.520875	34.794741
2145	2570.228694	60.772773	-0.243325	0.519871	34.725747
2147	2572.286927	60.610950	-0.272634	0.519903	34.811755
2149	2574.345100	60.337406	-0.303311	0.519721	34.589806
2151	2576.402479	60.105792	-0.320458	0.518154	34.141399
2153	2578.460941	60.047606	-0.351405	0.517993	33.677739
2155	2580.518760	59.924326	-0.374585	0.516595	32.781819
2157	2582.576993	59.683108	-0.387854	0.517032	33.264893
2159	2584.635061	59.574644	-0.412806	0.516640	32.911872
2161	2586.693445	59.386015	-0.441105	0.515020	32.743640
2163	2588.752260	59.209582	-0.461700	0.514132	32.394024
2165	2590.810565	59.038425	-0.473661	0.514967	33.124602
2167	2592.869071	58.881670	-0.490582	0.514189	31.742284
2169	2594.927700	58.431732	-0.510495	0.511686	31.566455
2171	2596.984834	58.405878	-0.512745	0.512701	31.954493
2173	2599.042557	58.282062	-0.520288	0.512914	31.643803
2175	2601.100151	58.222141	-0.543902	0.512649	31.854060
2177	2603.158488	57.751859	-0.589683	0.511846	31.311679
2179	2605.215244	57.797113	-0.609718	0.511154	30.239490
2181	2607.272549	57.529587	-0.622279	0.513341	30.269530
2183	2609.329621	57.580087	-0.639620	0.510225	31.160162
2185	2611.386347	57.345119	-0.657746	0.511479	30.918066
2187	2613.442460	56.918636	-0.687691	0.510347	30.624044
2189	2615.499968	56.837817	-0.725517	0.510968	30.728518
2191	2617.556891	56.690901	-0.742910	0.510904	29.269759
2193	2619.614815	56.627214	-0.707912	0.511813	30.336682
2195	2621.672191	56.334056	-0.749145	0.512287	29.949805
2197	2623.729462	56.010587	-0.786041	0.511706	29.322801
2199	2625.787475	56.039071	-0.820432	0.511724	29.932804
2201	2627.845102	55.891470	-0.840822	0.511893	30.044212
2203	2629.903487	55.736935	-0.837023	0.510435	29.244364
2205	2631.960889	55.404196	-0.856542	0.510578	29.299276
2207	2634.020162	55.283098	-0.889843	0.509851	27.872119
2209	2636.078435	55.038635	-0.920841	0.509372	29.638470
2211	2638.137595	54.826152	-0.932665	0.507350	28.025986
2213	2640.196199	54.841702	-0.950140	0.507992	27.888759
2215	2642.254791	54.589090	-0.968102	0.507275	28.090670
2217	2644.314592	54.383662	-0.988988	0.506923	28.539769
2219	2646.373558	54.282075	-0.991596	0.506672	28.059936
2221	2648.433409	54.032305	-1.017658	0.506807	27.300537
2223	2650.492209	53.872797	-1.040499	0.506498	28.042348
2225	2652.551193	53.776285	-1.052180	0.506135	27.633497
2227	2654.609664	53.449055	-1.098732	0.505637	27.680018
2229	2656.669204	53.553327	-1.104103	0.506328	27.803885
2231	2658.728219	53.472049	-1.111969	0.505453	26.516985
2233	2660.786866	53.029904	-1.134512	0.505833	26.840484
2235	2662.844578	53.056060	-1.134497	0.505216	26.478832
2237	2664.902611	52.835608	-1.176443	0.504352	26.071843
2239	2666.962225	52.744295	-1.158497	0.503426	25.936726
2241	2669.019514	52.608202	-1.201499	0.503521	26.026087
2243	2671.076963	52.391238	-1.216969	0.503066	26.403017
2245	2673.134689	52.152088	-1.226988	0.501653	26.164755
2247	2675.193695	51.979634	-1.246532	0.501000	26.541287
2249	2677.250845	52.090383	-1.257159	0.500141	27.269278
2251	2679.310464	51.897753	-1.272618	0.500724	25.459124
2253	2681.366444	51.592031	-1.295209	0.498933	26.213350
2255	2683.426334	51.483997	-1.302864	0.498962	23.915757
2257	2685.483094	51.473840	-1.319614	0.497578	25.581308
2259	2687.542569	51.266871	-1.349331	0.496931	24.135643
2261	2689.600386	51.048363	-1.362711	0.496628	24.937590
2263	2691.657771	50.795405	-1.371940	0.495017	25.103958
2265	2693.715129	50.469360	-1.395297	0.495539	24.071841
2267	2695.773814	50.630791	-1.386633	0.495955	24.075002
2269	2697.829907	50.547574	-1.414542	0.494637	23.816834
2271	2699.887792	50.148282	-1.407895	0.492997	23.508449
2273	2701.945152	50.110977	-1.436756	0.494505	23.194244
2275	2704.002371	50.113082	-1.463104	0.494380	23.936354
2277	2706.060196	49.909936	-1.472962	0.492967	22.921056
2279	2708.116655	49.946666	-1.491392	0.493155	23.011193
2281	2710.172943	49.607636	-1.518064	0.491779	23.669794
2283	2712.229738	49.239293	-1.514447	0.491377	22.974262
2285	2714.286689	49.283322	-1.518569	0.491316	23.710721
2287	2716.345042	48.954553	-1.542966	0.492091	22.940717
2289	2718.403095	49.089332	-1.564757	0.491977	22.382323
2291	2720.459937	48.884979	-1.576727	0.491201	22.456107
2293	2722.517714	48.603412	-1.582478	0.490708	22.074002
2295	2724.576639	48.409709	-1.602174	0.491015	22.277650
2297	2726.634074	48.252838	-1.600867	0.490091	21.152366
2299	2728.691167	48.322411	-1.598867	0.490637	21.756921
2301	2730.749178	48.001246	-1.635692	0.489364	21.838132
2303	2732.808438	47.767519	-1.641375	0.489813	21.911573
2305	2734.866177	47.911207	-1.646431	0.489098	21.403373
2307	2736.925732	47.631139	-1.677699	0.487456	21.379823
2309	2738.983309	47.281884	-1.734481	0.489536	21.776929
2311	2741.042906	47.173271	-1.692384	0.486995	20.456717
2313	2743.100929	47.242234	-1.694728	0.486378	21.337456
2315	2745.160558	47.074310	-1.701756	0.487817	20.978997
2317	2747.218689	46.770109	-1.722181	0.486066	20.771483
