num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
3059	3796.208677	68.274370	-1.298578	3.723546	93.572436
3061	3798.275263	65.388794	-1.226196	3.715455	87.862017
3063	3800.342854	62.330267	-1.193231	3.714518	83.905126
3065	3802.414818	59.516190	-1.224081	3.716164	75.444636
3067	3804.486755	57.095281	-1.260318	3.715915	69.605638
3069	3806.557779	54.718402	-1.290182	3.715772	63.589679
3071	3808.627378	52.523141	-1.288979	3.716320	58.495358
3073	3810.696668	49.994402	-1.288869	3.717844	51.516245
3075	3812.767229	47.379582	-1.305769	3.719607	47.308927
3077	3814.842989	45.011054	-1.353666	3.715345	44.389000
3079	3816.921104	42.831271	-1.348847	3.707605	40.345062
3081	3818.995130	41.415191	-1.275203	3.700465	35.375343
3083	3821.060342	39.930232	-1.211778	3.704262	33.333585
3085	3823.120369	37.862672	-1.248898	3.712904	28.865585
3087	3825.189756	35.848871	-1.251990	3.714457	27.783860
3089	3827.260437	33.934160	-1.253933	3.709454	25.705384
3091	3829.333053	32.251725	-1.216032	3.706190	22.446409
3093	3831.404634	30.815516	-1.174427	3.702605	20.723415
3095	3833.476325	29.290230	-1.138160	3.699522	19.157036
3097	3835.543308	27.746653	-1.111769	3.693653	16.824364
3099	3837.611533	26.504443	-1.088483	3.690398	15.497112
3101	3839.682200	25.363669	-1.033235	3.685695	14.635800
3103	3841.758433	23.752529	-0.972725	3.688694	12.176537
3105	3843.839790	22.561512	-0.939581	3.701044	12.011630
3107	3845.924031	21.456093	-0.954563	3.709784	9.772004
3109	3847.994337	20.502417	-0.959583	3.709723	9.435169
