crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	55.987373	52	0.000000
281474976710655.000000	48.670082	53	0.000000
281474976710655.000000	39.077480	54	0.000000
281474976710655.000000	45.813370	55	0.000000
281474976710655.000000	35.603783	56	0.000000
281474976710655.000000	51.138187	57	0.000000
281474976710655.000000	58.964855	58	0.000000
281474976710655.000000	38.542400	59	0.000000
281474976710655.000000	39.565784	60	0.000000
281474976710655.000000	41.090508	61	0.000000
281474976710655.000000	53.487709	62	0.000000
281474976710655.000000	34.594261	63	0.000000
281474976710655.000000	46.709198	64	0.000000
281474976710655.000000	47.412868	65	0.000000
281474976710655.000000	45.999947	66	0.000000
281474976710655.000000	35.842136	67	0.000000
281474976710655.000000	65.746964	68	0.000000
281474976710655.000000	39.219845	69	0.000000
281474976710655.000000	43.762833	70	0.000000
281474976710655.000000	37.695549	71	0.000000
281474976710655.000000	55.995331	72	0.000000
281474976710655.000000	46.059158	73	0.000000
281474976710655.000000	65.012817	74	0.000000
281474976710655.000000	57.648865	75	0.000000
281474976710655.000000	53.292019	76	0.000000
281474976710655.000000	37.446812	77	0.000000
281474976710655.000000	40.284321	78	0.000000
281474976710655.000000	37.252747	79	0.000000
281474976710655.000000	36.677067	80	0.000000
281474976710655.000000	34.747589	81	0.000000
281474976710655.000000	42.062057	82	0.000000
281474976710655.000000	44.936142	83	0.000000
281474976710655.000000	33.206833	84	0.000000
281474976710655.000000	42.121181	85	0.000000
281474976710655.000000	59.828987	86	0.000000
281474976710655.000000	49.452549	87	0.000000
281474976710655.000000	32.669941	88	0.000000
281474976710655.000000	34.586975	89	0.000000
281474976710655.000000	34.421478	90	0.000000
281474976710655.000000	39.809547	91	0.000000
281474976710655.000000	38.926178	92	0.000000
281474976710655.000000	35.658852	93	0.000000
281474976710655.000000	32.981094	94	0.000000
281474976710655.000000	47.418793	95	0.000000
281474976710655.000000	52.058201	96	0.000000
281474976710655.000000	39.943253	97	0.000000
281474976710655.000000	47.352066	98	0.000000
281474976710655.000000	42.632732	99	0.000000
281474976710655.000000	35.341667	100	0.000000
281474976710655.000000	39.990776	101	0.000000
281474976710655.000000	43.481895	102	0.000000
281474976710655.000000	42.900501	103	0.000000
