num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
7311	83074.569219	44.705646	1.754108	3.621231	26.096628
7313	83076.628082	44.554429	1.759739	3.622055	24.306242
7315	83078.687136	44.349945	1.729438	3.622703	25.116387
7317	83080.746602	44.205850	1.748262	3.622553	25.621665
7319	83082.808527	43.956322	1.753452	3.622682	24.382094
7321	83084.871366	43.707473	1.740311	3.622947	24.096722
7323	83086.934978	43.171589	1.751056	3.624922	24.173279
7325	83088.998290	43.487212	1.747455	3.626267	23.345746
7327	83091.063869	43.114343	1.735781	3.627007	22.967706
7329	83093.129227	42.683155	1.740272	3.628909	23.877640
7331	83095.194756	42.588049	1.711709	3.629770	23.082514
7333	83097.260215	42.405403	1.722186	3.633022	22.754746
7335	83099.324037	42.030790	1.706319	3.634794	22.571863
7337	83101.386686	41.814726	1.695364	3.634710	21.440726
7339	83103.447783	41.628197	1.661246	3.633605	21.670007
7341	83105.508214	41.448868	1.691488	3.632842	21.479428
7343	83107.567353	41.445232	1.675013	3.630739	20.760352
7345	83109.626825	41.238554	1.710668	3.629870	20.396943
7347	83111.686025	40.946864	1.724210	3.628274	20.746394
7349	83113.745134	40.392724	1.715360	3.628023	20.979544
7351	83115.805854	40.442504	1.714264	3.626767	21.235772
7353	83117.868467	40.054767	1.740360	3.626313	19.865539
7355	83119.930348	40.047240	1.738123	3.624504	20.310840
7357	83121.993243	39.680221	1.752604	3.623386	19.600726
7359	83124.056593	39.465006	1.739880	3.622250	19.001602
7361	83126.120728	39.262843	1.743732	3.621398	19.585818
7363	83128.184601	39.377439	1.785581	3.622326	19.373281
7365	83130.249068	38.895885	1.783669	3.622126	19.215890
7367	83132.311215	39.034471	1.837508	3.622477	18.808117
7369	83134.373128	38.677453	1.811874	3.622438	18.773028
7371	83136.435317	38.535945	1.819102	3.622004	18.862475
7373	83138.495485	38.502992	1.814806	3.622244	18.734625
7375	83140.553712	38.432253	1.817587	3.622051	18.294447
7377	83142.613469	38.027811	1.825943	3.623414	19.004083
7379	83144.670939	38.026044	1.789500	3.623724	18.666005
7381	83146.728076	37.844836	1.779609	3.625750	17.545628
7383	83148.787155	37.691213	1.771075	3.626551	17.694596
7385	83150.847627	37.580696	1.781466	3.627378	17.802938
7387	83152.907054	37.198491	1.774638	3.627637	17.843779
7389	83154.968649	36.969671	1.782199	3.628473	17.484840
7391	83157.031562	36.691552	1.774527	3.628391	17.621580
7393	83159.095927	36.734358	1.783241	3.629818	17.098567
7395	83161.161239	36.479409	1.785102	3.631006	16.856719
7397	83163.225247	36.298402	1.773052	3.633270	16.241822
7399	83165.290726	35.971377	1.782705	3.635478	16.253189
7401	83167.356908	35.834512	1.772175	3.636860	16.671621
7403	83169.421204	35.627480	1.784196	3.641044	15.877746
7405	83171.484382	35.273625	1.749266	3.640491	15.235094
7407	83173.548047	35.198121	1.760026	3.640706	15.437679
7409	83175.608878	35.254505	1.722130	3.639135	15.458798
7411	83177.668821	34.901642	1.734607	3.637345	15.028730
7413	83179.727520	34.540267	1.716656	3.636998	14.978896
7415	83181.787711	34.531121	1.721279	3.635362	14.717394
7417	83183.846708	34.258576	1.728999	3.631871	14.864495
7419	83185.906610	34.130821	1.739722	3.631785	14.374816
7421	83187.967010	33.941225	1.749507	3.629685	13.968619
7423	83190.029025	33.779774	1.739515	3.629966	13.855417
7425	83192.090210	33.338061	1.747300	3.627630	13.796623
7427	83194.152332	33.395801	1.710413	3.629524	13.490550
7429	83196.216965	33.360084	1.741839	3.628187	13.484974
7431	83198.279819	32.934871	1.720244	3.626438	13.959223
7433	83200.344420	33.031933	1.772479	3.626299	13.222119
7435	83202.407697	32.702635	1.774480	3.627152	13.424467
7437	83204.471226	32.594393	1.796173	3.627795	12.936221
7439	83206.533457	32.571700	1.824165	3.627957	13.806293
7441	83208.595658	32.618941	1.824286	3.626676	13.041389
7443	83210.656148	32.337819	1.831743	3.627613	12.984037
7445	83212.715053	32.337903	1.817321	3.629164	12.962655
7447	83214.773638	32.101226	1.802560	3.628415	13.187295
7449	83216.831668	31.861895	1.855658	3.631693	13.236031
7451	83218.890206	31.962769	1.787089	3.631240	12.223697
7453	83220.947100	31.743090	1.770166	3.628234	13.173624
7455	83223.006062	31.547597	1.768585	3.633280	12.043478
7457	83225.066554	31.211509	1.750860	3.633579	12.310768
7459	83227.127344	31.189894	1.756415	3.631455	12.647158
7461	83229.190251	30.976708	1.758407	3.631039	12.407501
7463	83231.251689	30.808497	1.803674	3.634462	11.747251
7465	83233.316765	30.501978	1.798651	3.635232	12.096652
7467	83235.382034	30.422407	1.791357	3.636733	11.790568
7469	83237.448129	30.028084	1.797318	3.641356	11.248612
7471	83239.514737	30.096858	1.788684	3.643594	11.879214
7473	83241.578162	29.854721	1.777498	3.645675	11.474000
7475	83243.642845	29.659894	1.784012	3.645428	10.888483
7477	83245.705764	29.550529	1.774088	3.645112	10.144255
7479	83247.767168	29.542529	1.709702	3.645658	10.644660
