crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	53.093967	3133	0.000000
281474976710655.000000	50.439533	3134	0.000000
281474976710655.000000	43.962276	3135	0.000000
281474976710655.000000	33.402767	3136	0.000000
281474976710655.000000	32.076958	3137	0.000000
281474976710655.000000	28.122074	3138	0.000000
281474976710655.000000	28.951323	3139	0.000000
281474976710655.000000	35.335232	3140	0.000000
281474976710655.000000	31.507473	3141	0.000000
281474976710655.000000	31.308836	3142	0.000000
281474976710655.000000	27.475424	3143	0.000000
281474976710655.000000	24.851971	3144	0.000000
281474976710655.000000	26.726355	3145	0.000000
281474976710655.000000	24.035095	3146	0.000000
281474976710655.000000	22.711098	3147	0.000000
281474976710655.000000	20.520527	3148	0.000000
281474976710655.000000	21.631826	3149	0.000000
281474976710655.000000	18.318844	3150	0.000000
281474976710655.000000	17.159193	3151	0.000000
281474976710655.000000	17.300247	3152	0.000000
281474976710655.000000	15.714180	3153	0.000000
281474976710655.000000	15.329219	3154	0.000000
281474976710655.000000	14.933730	3155	0.000000
281474976710655.000000	15.398311	3156	0.000000
281474976710655.000000	14.290271	3157	0.000000
281474976710655.000000	12.096391	3158	0.000000
281474976710655.000000	12.259623	3159	0.000000
281474976710655.000000	11.449105	3160	0.000000
281474976710655.000000	10.951962	3161	0.000000
281474976710655.000000	10.127123	3162	0.000000
281474976710655.000000	9.749021	3163	0.000000
281474976710655.000000	9.416224	3164	0.000000
281474976710655.000000	8.809175	3165	0.000000
281474976710655.000000	7.293678	3166	0.000000
281474976710655.000000	7.465671	3167	0.000000
281474976710655.000000	7.583581	3168	0.000000
281474976710655.000000	6.669703	3169	0.000000
