crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	68.945007	2099	0.000000
281474976710655.000000	67.460258	2100	0.000000
281474976710655.000000	68.090477	2101	0.000000
281474976710655.000000	71.434479	2102	0.000000
281474976710655.000000	72.432060	2103	0.000000
281474976710655.000000	68.446678	2104	0.000000
281474976710655.000000	73.241882	2105	0.000000
281474976710655.000000	67.041473	2106	0.000000
281474976710655.000000	65.184624	2107	0.000000
281474976710655.000000	69.516701	2108	0.000000
281474976710655.000000	63.854240	2109	0.000000
281474976710655.000000	41.415562	2110	0.000000
281474976710655.000000	33.292439	2111	0.000000
281474976710655.000000	62.777203	2112	0.000000
281474976710655.000000	98.136856	2113	0.000000
281474976710655.000000	63.117607	2114	0.000000
281474976710655.000000	67.663544	2115	0.000000
281474976710655.000000	61.814842	2116	0.000000
281474976710655.000000	45.239578	2117	0.000000
281474976710655.000000	56.236713	2118	0.000000
281474976710655.000000	46.816902	2119	0.000000
281474976710655.000000	64.504463	2120	0.000000
281474976710655.000000	57.833870	2121	0.000000
281474976710655.000000	55.940090	2122	0.000000
281474976710655.000000	55.969200	2123	0.000000
281474976710655.000000	34.314922	2124	0.000000
281474976710655.000000	56.133198	2125	0.000000
281474976710655.000000	46.323132	2126	0.000000
281474976710655.000000	53.426907	2127	0.000000
281474976710655.000000	112.855766	2128	0.000000
281474976710655.000000	44.204578	2129	0.000000
281474976710655.000000	53.945965	2130	0.000000
281474976710655.000000	59.759567	2131	0.000000
281474976710655.000000	83.401070	2132	0.000000
281474976710655.000000	48.146545	2133	0.000000
281474976710655.000000	48.811153	2134	0.000000
281474976710655.000000	47.749653	2135	0.000000
281474976710655.000000	39.080700	2136	0.000000
281474976710655.000000	49.228939	2137	0.000000
281474976710655.000000	38.761425	2138	0.000000
281474976710655.000000	48.653465	2139	0.000000
281474976710655.000000	46.025169	2140	0.000000
281474976710655.000000	39.270016	2141	0.000000
281474976710655.000000	44.460510	2142	0.000000
281474976710655.000000	47.486610	2143	0.000000
281474976710655.000000	45.488937	2144	0.000000
281474976710655.000000	46.628819	2145	0.000000
281474976710655.000000	61.387615	2146	0.000000
281474976710655.000000	40.892807	2147	0.000000
281474976710655.000000	36.969219	2148	0.000000
281474976710655.000000	49.159916	2149	0.000000
281474976710655.000000	44.860455	2150	0.000000
281474976710655.000000	53.952274	2151	0.000000
281474976710655.000000	48.609734	2152	0.000000
281474976710655.000000	35.505859	2153	0.000000
281474976710655.000000	49.319397	2154	0.000000
281474976710655.000000	48.756504	2155	0.000000
281474976710655.000000	43.496971	2156	0.000000
281474976710655.000000	32.477539	2157	0.000000
281474976710655.000000	38.248150	2158	0.000000
281474976710655.000000	34.033806	2159	0.000000
281474976710655.000000	36.533924	2160	0.000000
281474976710655.000000	44.029663	2161	0.000000
281474976710655.000000	34.141644	2162	0.000000
281474976710655.000000	40.938129	2163	0.000000
281474976710655.000000	39.911903	2164	0.000000
281474976710655.000000	31.823481	2165	0.000000
281474976710655.000000	31.505117	2166	0.000000
281474976710655.000000	31.059954	2167	0.000000
281474976710655.000000	33.994717	2168	0.000000
