num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2099	77331.366010	64.899324	-2.124354	0.512267	74.143577
2101	77333.433128	64.292952	-2.104623	0.513052	65.033315
2103	77335.498598	63.389976	-2.049588	0.509605	68.890449
2105	77337.564709	62.571441	-2.052542	0.511242	65.480842
2107	77339.630811	62.272287	-2.023063	0.511600	65.539237
2109	77341.696522	61.672352	-2.015451	0.511028	63.782039
2111	77343.762373	61.053023	-1.971195	0.510495	61.079346
2113	77345.827496	60.404639	-1.955608	0.509901	62.286271
2115	77347.893503	59.998898	-1.951407	0.509251	61.174078
2117	77349.959063	59.379077	-1.939554	0.508270	59.175066
2119	77352.023962	58.835916	-1.884265	0.509450	57.210974
2121	77354.089448	58.081186	-1.890700	0.508058	57.310325
2123	77356.154371	57.566402	-1.865400	0.508259	52.634433
2125	77358.219210	57.001644	-1.837240	0.508361	54.999046
2127	77360.283968	56.634918	-1.792355	0.509394	54.101039
2129	77362.349287	55.918856	-1.771636	0.509808	52.940132
2131	77364.414126	55.242721	-1.793757	0.509952	51.304193
2133	77366.479142	54.679684	-1.753088	0.509817	51.557348
2135	77368.544448	54.076857	-1.737508	0.509291	50.005961
2137	77370.610478	53.384584	-1.714135	0.507938	49.253943
2139	77372.676054	52.869027	-1.685578	0.506278	48.100072
2141	77374.742153	52.282185	-1.666142	0.505141	46.982389
2143	77376.807951	51.863216	-1.648058	0.504552	45.402630
2145	77378.874339	51.596815	-1.621211	0.503680	45.222233
2147	77380.940092	50.938885	-1.596824	0.503782	45.487824
2149	77383.005697	50.372867	-1.583717	0.503237	42.713711
2151	77385.071110	49.879098	-1.561294	0.502727	42.039573
2153	77387.136618	49.344728	-1.537144	0.502854	41.205094
2155	77389.202383	48.722927	-1.529886	0.502603	41.140537
2157	77391.267894	48.233454	-1.507462	0.502238	39.694005
2159	77393.332402	47.769150	-1.487830	0.502045	39.485473
2161	77395.397195	47.396137	-1.470052	0.501425	38.024807
2163	77397.462214	46.881592	-1.448702	0.501051	37.144363
2165	77399.526826	46.456933	-1.428795	0.500197	37.519916
2167	77401.591695	45.714044	-1.407709	0.499969	36.405385
2169	77403.655919	45.492810	-1.362444	0.499397	35.225334
2171	77405.719165	44.974210	-1.373161	0.499025	34.397676
2173	77407.784637	44.373553	-1.343082	0.499802	34.814659
2175	77409.849757	43.950565	-1.333657	0.498605	32.992667
2177	77411.915954	43.445146	-1.312890	0.498260	32.257855
2179	77413.979739	43.124436	-1.280417	0.497670	31.657569
2181	77416.046147	42.367933	-1.265367	0.497452	30.197649
2183	77418.111290	42.231509	-1.247100	0.496781	30.864231
2185	77420.177387	41.592893	-1.231611	0.496386	29.994959
2187	77422.243088	41.255139	-1.230431	0.496154	28.445766
2189	77424.308599	40.750573	-1.206563	0.495357	28.578857
2191	77426.373196	40.226824	-1.184093	0.494963	28.760378
2193	77428.439254	39.885932	-1.157082	0.494375	27.209021
2195	77430.504190	39.412981	-1.138718	0.493434	27.094645
2197	77432.569298	39.054200	-1.120573	0.494388	26.713809
2199	77434.633655	38.627543	-1.117617	0.492936	25.785613
2201	77436.699895	38.178674	-1.079571	0.493565	24.913563
2203	77438.763031	37.817911	-1.059579	0.493844	24.805993
2205	77440.828440	37.278458	-1.014657	0.494265	25.404407
2207	77442.892646	36.969789	-1.009629	0.494751	23.980574
2209	77444.956860	36.786182	-0.994234	0.494843	23.200829
2211	77447.020500	36.281799	-0.980422	0.496653	22.971214
2213	77449.084940	35.687791	-0.983063	0.494535	22.438169
2215	77451.150994	35.439588	-0.945153	0.494753	22.801066
2217	77453.215717	34.977256	-0.933571	0.494894	21.577024
2219	77455.280948	34.731705	-0.910457	0.493223	21.410408
2221	77457.345556	34.402168	-0.896610	0.491678	19.999927
2223	77459.413041	34.025488	-0.886754	0.491328	20.299421
2225	77461.477940	33.591036	-0.857868	0.490637	19.726320
2227	77463.544091	33.221377	-0.848366	0.489110	19.661536
2229	77465.609045	33.016349	-0.824680	0.489646	19.301573
2231	77467.675453	32.528777	-0.812616	0.489590	18.686665
2233	77469.739509	32.028724	-0.808088	0.489443	18.062281
2235	77471.804557	32.040942	-0.793764	0.488293	18.278929
2237	77473.869912	31.407072	-0.761806	0.487245	17.069286
2239	77475.935090	31.098045	-0.750929	0.488670	17.234830
2241	77477.999444	30.788645	-0.742822	0.488158	16.569226
2243	77480.064302	30.505868	-0.721404	0.486703	16.220621
2245	77482.128079	30.127617	-0.713797	0.485655	16.802815
2247	77484.191920	29.836252	-0.673816	0.486205	16.015280
2249	77486.254963	29.592505	-0.678839	0.486032	14.689553
2251	77488.317312	29.089773	-0.663101	0.485934	14.684716
2253	77490.381912	28.779562	-0.654285	0.485820	14.425183
2255	77492.447456	28.515192	-0.631438	0.485269	13.827105
2257	77494.510082	28.193531	-0.599657	0.484146	13.634475
2259	77496.575677	27.941834	-0.578290	0.485756	13.367805
2261	77498.641251	27.558010	-0.559665	0.485738	13.631170
2263	77500.705342	27.169346	-0.547994	0.484957	12.735593
2265	77502.770989	26.961577	-0.522618	0.482244	13.398213
2267	77504.835715	26.570391	-0.516927	0.485454	11.955875
2269	77506.901885	26.386678	-0.508089	0.481876	12.052459
2271	77508.966468	26.087498	-0.500804	0.485010	11.711493
2273	77511.029808	25.523901	-0.481283	0.481816	11.238469
2275	77513.096037	25.332172	-0.476957	0.483234	11.008299
2279	77517.224704	24.760334	-0.445645	0.482244	10.851170
2281	77519.288756	24.608782	-0.426103	0.482954	10.992877
2283	77521.351763	24.249200	-0.416156	0.481405	10.760117
2285	77523.416799	24.071194	-0.401356	0.480870	10.289982
2287	77525.481355	23.694935	-0.390917	0.486613	9.390348
2289	77527.544285	23.454876	-0.378869	0.485008	9.637308
2291	77529.608024	23.198947	-0.373466	0.486628	9.139382
2293	77531.673196	23.062922	-0.357821	0.485285	10.059740
2295	77533.737382	22.657947	-0.339498	0.484379	8.347879
2299	77537.866140	22.174490	-0.318327	0.482097	9.607157
2301	77539.929312	21.998293	-0.317423	0.483723	8.204622
2303	77541.999056	21.643353	-0.310112	0.482791	8.045848
2305	77544.060750	21.449333	-0.287105	0.480165	8.563507
2307	77546.127496	21.215057	-0.298527	0.480427	7.791332
2309	77548.193575	20.931184	-0.281182	0.480038	7.630277
2311	77550.258171	20.722056	-0.278567	0.480099	7.568253
2313	77552.323128	20.484528	-0.270498	0.480720	7.534772
2317	77556.449804	20.067623	-0.238469	0.477196	6.839961
2319	77558.515005	20.080152	-0.224454	0.476597	6.863224
2321	77560.580046	19.551864	-0.215331	0.476619	7.086818
2323	77562.642290	19.390768	-0.231824	0.479291	6.492332
2325	77564.707345	19.355169	-0.199498	0.474893	5.897355
2327	77566.770716	18.981521	-0.205809	0.476574	6.461113
2329	77568.834498	18.936144	-0.188601	0.476143	5.896362
2331	77570.896648	18.513078	-0.179987	0.473127	5.966238
2335	77575.022911	18.202798	-0.172434	0.476026	5.435533
2337	77577.087021	17.743620	-0.181483	0.477305	5.459275
2339	77579.146975	17.731891	-0.168841	0.480351	5.077948
2341	77581.213019	17.362220	-0.170919	0.479438	4.940480
