num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
6721	82462.949860	69.153364	-0.665340	3.585853	61.521428
6725	82467.065091	69.061130	-0.649600	3.590033	61.518189
6727	82469.123878	68.151471	-0.659443	3.592299	57.739933
6729	82471.182631	68.125893	-0.655080	3.593261	53.147082
6731	82473.242850	67.813753	-0.577306	3.594937	56.738385
6733	82475.302079	67.174274	-0.589528	3.593467	55.682676
6735	82477.365523	66.940760	-0.598342	3.591762	54.482571
6737	82479.428388	66.770902	-0.597164	3.591579	53.652533
6739	82481.491866	66.195977	-0.583885	3.590710	55.458429
6741	82483.556263	65.687218	-0.554399	3.589595	54.866973
6743	82485.622846	65.538265	-0.543266	3.591383	53.486128
6745	82487.689133	65.112798	-0.555999	3.592270	52.859292
6747	82489.755895	64.714613	-0.537638	3.594327	51.013695
6749	82491.822091	64.437507	-0.548969	3.596922	51.086545
6751	82493.887078	64.124389	-0.563367	3.598478	50.632578
6753	82495.949958	64.204177	-0.562956	3.599815	51.117090
6755	82498.011114	64.030960	-0.545768	3.599304	47.649496
6757	82500.070342	63.829653	-0.553704	3.597289	49.298902
6761	82504.187140	63.318187	-0.518099	3.593441	50.905732
6763	82506.247162	62.805222	-0.452509	3.590049	44.131910
6765	82508.305160	62.617248	-0.359078	3.589070	48.617542
6767	82510.366129	62.207334	-0.296210	3.587158	46.562283
6769	82512.426202	61.852320	-0.287436	3.585913	47.450277
6771	82514.487947	61.401695	-0.353003	3.585829	48.444417
6773	82516.550197	61.240637	-0.324389	3.586305	46.486597
6775	82518.614003	60.887926	-0.247882	3.586261	45.425542
6777	82520.678264	60.697940	-0.261125	3.586644	44.932371
6779	82522.743089	60.288827	-0.255984	3.586261	44.748975
6781	82524.808759	60.068607	-0.306493	3.585787	43.947038
6783	82526.874446	59.629156	-0.330292	3.584464	43.904096
6785	82528.939157	59.447076	-0.297286	3.582499	44.119446
6787	82531.003997	59.143982	-0.220548	3.581223	42.464370
6789	82533.066288	59.157675	-0.219364	3.579802	42.851581
6791	82535.127695	58.982724	-0.235680	3.579062	42.814570
6793	82537.187318	58.816004	-0.210285	3.580523	41.569920
6795	82539.244610	58.587221	-0.198653	3.580923	41.277352
6797	82541.302093	58.311613	-0.186920	3.582608	41.312104
6799	82543.359683	58.057274	-0.213011	3.583575	42.002581
6801	82545.418365	57.841652	-0.152214	3.584771	40.996772
6803	82547.477283	57.323067	-0.218254	3.585473	41.394817
6805	82549.537197	57.185946	-0.168343	3.586032	41.110782
6807	82551.597860	56.333549	-0.190099	3.584323	39.979690
6809	82553.660946	56.261575	-0.173510	3.584503	38.249387
6811	82555.723953	56.364422	-0.163014	3.583881	39.629048
6813	82557.788687	55.690144	-0.167006	3.584108	39.130154
6815	82559.853570	55.481284	-0.122348	3.584804	38.781498
6817	82561.919651	55.281216	-0.133691	3.585583	38.929426
6819	82563.986191	54.724862	-0.163885	3.588075	37.515099
6821	82566.052666	54.830856	-0.176488	3.589947	37.962024
6823	82568.117867	54.215260	-0.209732	3.591488	36.996160
6825	82570.181988	54.210786	-0.204152	3.593537	37.807719
6827	82572.244422	54.005812	-0.169868	3.593738	36.613692
6829	82574.305263	53.820585	-0.162288	3.592989	36.261959
6831	82576.364280	53.659857	-0.137227	3.591655	35.767386
6833	82578.423941	53.280159	-0.120397	3.590022	34.612286
6835	82580.482293	53.148833	-0.091639	3.587851	34.669121
6837	82582.541779	52.764484	-0.033472	3.586633	34.780540
6839	82584.601389	52.701817	-0.019704	3.585391	34.009413
6841	82586.661550	52.246948	0.001957	3.584650	34.619091
6843	82588.722301	51.856829	0.015034	3.583371	33.970480
6845	82590.785071	51.882722	0.050855	3.584005	33.080775
6847	82592.847289	51.515278	0.009249	3.583446	33.412909
6849	82594.911082	51.158806	0.080999	3.582855	32.838818
6851	82596.974655	50.993182	0.025986	3.581899	31.524111
6853	82599.039616	50.524928	0.029024	3.580809	32.237078
6855	82601.104873	50.322175	0.045296	3.579059	32.723910
6857	82603.168939	50.031834	0.075350	3.577944	31.460922
6859	82605.233887	50.054854	0.072940	3.576563	31.205365
6861	82607.296213	49.885406	0.092308	3.575795	30.033543
6863	82609.357734	49.769594	0.133256	3.574783	30.693609
6865	82611.418088	49.533075	0.126986	3.575301	30.793889
6867	82613.477477	49.233796	0.140465	3.576056	30.108289
6869	82615.535172	49.196423	0.160887	3.577067	29.180045
6871	82617.592471	48.887364	0.161317	3.578183	29.128042
6873	82619.651919	48.771558	0.144592	3.578352	30.794885
6875	82621.710059	48.477921	0.158633	3.580640	29.178778
6877	82623.768980	48.228648	0.168211	3.579893	28.946361
6879	82625.829018	47.755733	0.179495	3.580273	28.073883
6881	82627.890394	47.425841	0.187250	3.580322	28.121634
6883	82629.952895	47.381510	0.194793	3.580196	28.645603
6885	82632.017434	46.913210	0.190559	3.580680	28.509539
6887	82634.081633	46.698373	0.208106	3.580971	28.214535
6891	82638.213569	46.173872	0.208565	3.583897	27.029808
6893	82640.279894	46.001719	0.205775	3.586505	27.967590
6895	82642.345212	45.641060	0.214916	3.588153	26.643267
6897	82644.408694	45.554022	0.203834	3.589099	26.926014
6899	82646.473011	45.414318	0.213925	3.589611	25.504774
6901	82648.533150	45.070929	0.198148	3.589717	25.486846
