num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2511	77759.888026	30.095474	0.534282	0.507005	15.019155
2513	77761.951011	29.663616	0.536430	0.506446	15.455697
2515	77764.017167	29.358636	0.535700	0.506691	14.989243
2517	77766.082344	28.980841	0.536098	0.506522	15.208434
2519	77768.146344	28.656735	0.540511	0.506667	15.182213
2521	77770.211511	28.256840	0.536801	0.506479	14.389341
2523	77772.277797	27.959896	0.544956	0.505749	13.655095
2525	77774.341467	27.703920	0.545418	0.504959	13.726782
2527	77776.407579	27.378220	0.536464	0.507235	13.557309
2529	77778.473522	27.068515	0.543371	0.502533	12.645121
2531	77780.537698	26.591000	0.570069	0.503760	12.365417
2533	77782.603388	26.335063	0.565189	0.506980	12.015303
2535	77784.667175	26.184806	0.545600	0.506040	12.596642
2537	77786.730967	25.761232	0.553952	0.505454	11.500735
2539	77788.794704	25.522456	0.566363	0.504961	11.389525
2541	77790.859578	25.363489	0.557632	0.503939	11.132215
2543	77792.923895	25.130293	0.559877	0.505696	11.896374
2545	77794.988214	24.728203	0.566205	0.504866	10.903879
2547	77797.051449	24.546078	0.558761	0.506667	11.150679
2549	77799.115004	24.253851	0.568531	0.505304	9.791759
2551	77801.180261	23.859159	0.562577	0.509368	10.457989
2553	77803.243872	23.672573	0.560921	0.507585	10.137124
2555	77805.308552	23.402165	0.567819	0.507552	9.526631
2557	77807.373886	23.153945	0.553708	0.505660	9.217144
2559	77809.439459	22.899725	0.559882	0.507032	8.844129
2561	77811.502880	22.536389	0.564795	0.501773	8.938135
2563	77813.569022	22.284147	0.551889	0.503877	8.279294
2567	77817.699708	21.883966	0.543208	0.502227	8.742419
2569	77819.764278	21.701019	0.551298	0.500529	8.457174
2571	77821.829761	21.313835	0.537295	0.501567	7.977507
2573	77823.893021	21.137458	0.532202	0.500393	7.670881
2575	77825.958995	21.173720	0.543716	0.499321	8.052450
2577	77828.024332	20.665211	0.536210	0.500411	7.287960
2579	77830.086962	20.435230	0.535769	0.501077	7.619112
2581	77832.148936	20.248197	0.528833	0.500610	6.964390
2583	77834.213764	20.001621	0.529742	0.498251	7.309761
2587	77838.340246	19.544525	0.521683	0.499296	6.592621
2589	77840.401004	19.200306	0.509981	0.500204	6.169704
2591	77842.466540	19.094034	0.524989	0.495092	6.501731
