crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	62.479931	4548	0.000000
281474976710655.000000	57.694130	4549	0.000000
281474976710655.000000	64.023437	4550	0.000000
281474976710655.000000	30.567287	4551	0.000000
281474976710655.000000	56.168655	4552	0.000000
281474976710655.000000	46.852058	4553	0.000000
281474976710655.000000	58.277622	4554	0.000000
281474976710655.000000	59.647350	4555	0.000000
281474976710655.000000	54.359924	4556	0.000000
281474976710655.000000	88.234451	4557	0.000000
281474976710655.000000	55.861652	4558	0.000000
281474976710655.000000	56.186558	4559	0.000000
281474976710655.000000	55.370678	4560	0.000000
281474976710655.000000	54.607750	4561	0.000000
281474976710655.000000	57.306080	4562	0.000000
281474976710655.000000	61.979156	4563	0.000000
281474976710655.000000	54.137733	4564	0.000000
281474976710655.000000	57.056110	4565	0.000000
281474976710655.000000	53.831341	4566	0.000000
281474976710655.000000	41.315353	4567	0.000000
281474976710655.000000	53.008961	4568	0.000000
281474976710655.000000	75.530731	4569	0.000000
281474976710655.000000	60.236328	4570	0.000000
281474976710655.000000	41.743137	4571	0.000000
281474976710655.000000	60.308483	4572	0.000000
281474976710655.000000	51.376869	4573	0.000000
281474976710655.000000	80.406464	4574	0.000000
281474976710655.000000	55.167007	4575	0.000000
281474976710655.000000	40.726963	4576	0.000000
281474976710655.000000	47.337387	4577	0.000000
281474976710655.000000	69.343956	4578	0.000000
281474976710655.000000	42.056652	4579	0.000000
281474976710655.000000	48.570278	4580	0.000000
281474976710655.000000	48.571022	4581	0.000000
281474976710655.000000	47.330658	4582	0.000000
281474976710655.000000	40.993786	4583	0.000000
281474976710655.000000	35.959801	4584	0.000000
281474976710655.000000	41.091473	4585	0.000000
281474976710655.000000	70.666588	4586	0.000000
281474976710655.000000	32.039265	4587	0.000000
281474976710655.000000	32.858143	4588	0.000000
281474976710655.000000	59.033394	4589	0.000000
281474976710655.000000	40.566101	4590	0.000000
281474976710655.000000	42.563995	4591	0.000000
281474976710655.000000	44.572121	4592	0.000000
281474976710655.000000	48.608555	4593	0.000000
281474976710655.000000	44.175831	4594	0.000000
281474976710655.000000	67.941162	4595	0.000000
281474976710655.000000	38.373665	4596	0.000000
281474976710655.000000	45.151707	4597	0.000000
281474976710655.000000	54.703594	4598	0.000000
281474976710655.000000	46.151920	4599	0.000000
281474976710655.000000	35.979721	4600	0.000000
281474976710655.000000	35.974232	4601	0.000000
281474976710655.000000	35.433662	4602	0.000000
281474976710655.000000	39.875080	4603	0.000000
281474976710655.000000	47.226982	4604	0.000000
281474976710655.000000	47.005730	4605	0.000000
281474976710655.000000	40.054768	4606	0.000000
281474976710655.000000	47.539837	4607	0.000000
281474976710655.000000	45.788967	4608	0.000000
281474976710655.000000	43.847916	4609	0.000000
281474976710655.000000	36.855320	4610	0.000000
281474976710655.000000	30.456953	4611	0.000000
281474976710655.000000	36.089531	4612	0.000000
281474976710655.000000	45.540894	4613	0.000000
281474976710655.000000	50.345581	4614	0.000000
281474976710655.000000	39.250565	4615	0.000000
281474976710655.000000	28.992422	4616	0.000000
281474976710655.000000	32.889908	4617	0.000000
281474976710655.000000	32.218960	4618	0.000000
281474976710655.000000	36.197083	4619	0.000000
281474976710655.000000	37.222591	4620	0.000000
281474976710655.000000	32.223145	4621	0.000000
281474976710655.000000	38.743763	4622	0.000000
281474976710655.000000	37.085144	4623	0.000000
281474976710655.000000	37.246101	4624	0.000000
281474976710655.000000	30.551687	4625	0.000000
281474976710655.000000	38.306526	4626	0.000000
281474976710655.000000	29.718912	4627	0.000000
281474976710655.000000	33.699188	4628	0.000000
281474976710655.000000	46.733639	4629	0.000000
281474976710655.000000	34.554329	4630	0.000000
281474976710655.000000	37.370453	4631	0.000000
281474976710655.000000	35.317230	4632	0.000000
281474976710655.000000	29.807358	4633	0.000000
281474976710655.000000	29.340170	4634	0.000000
281474976710655.000000	39.771084	4635	0.000000
281474976710655.000000	33.740982	4636	0.000000
281474976710655.000000	30.785316	4637	0.000000
281474976710655.000000	35.299492	4638	0.000000
281474976710655.000000	35.706291	4639	0.000000
281474976710655.000000	27.333139	4640	0.000000
281474976710655.000000	33.965015	4641	0.000000
281474976710655.000000	30.870983	4642	0.000000
281474976710655.000000	25.773121	4643	0.000000
281474976710655.000000	28.009825	4644	0.000000
281474976710655.000000	34.899433	4645	0.000000
281474976710655.000000	30.710049	4646	0.000000
281474976710655.000000	32.071739	4647	0.000000
281474976710655.000000	26.360809	4648	0.000000
281474976710655.000000	26.044159	4649	0.000000
281474976710655.000000	36.693085	4650	0.000000
281474976710655.000000	33.909073	4651	0.000000
281474976710655.000000	27.916956	4652	0.000000
281474976710655.000000	31.373421	4653	0.000000
281474976710655.000000	31.552376	4654	0.000000
281474976710655.000000	30.164780	4655	0.000000
281474976710655.000000	29.296890	4656	0.000000
281474976710655.000000	34.521027	4657	0.000000
281474976710655.000000	27.801432	4658	0.000000
281474976710655.000000	29.138092	4659	0.000000
281474976710655.000000	28.938688	4660	0.000000
281474976710655.000000	26.080900	4661	0.000000
281474976710655.000000	29.761427	4662	0.000000
281474976710655.000000	28.685091	4663	0.000000
281474976710655.000000	28.101995	4664	0.000000
281474976710655.000000	29.281857	4665	0.000000
281474976710655.000000	24.065704	4666	0.000000
281474976710655.000000	29.065683	4667	0.000000
281474976710655.000000	23.468506	4668	0.000000
281474976710655.000000	27.046843	4669	0.000000
281474976710655.000000	27.962833	4670	0.000000
281474976710655.000000	28.118633	4671	0.000000
281474976710655.000000	23.120316	4672	0.000000
281474976710655.000000	26.922447	4673	0.000000
281474976710655.000000	26.771809	4674	0.000000
281474976710655.000000	27.819839	4675	0.000000
281474976710655.000000	25.250673	4676	0.000000
281474976710655.000000	24.939482	4677	0.000000
281474976710655.000000	21.519926	4678	0.000000
281474976710655.000000	25.211098	4679	0.000000
281474976710655.000000	29.100878	4680	0.000000
281474976710655.000000	23.814875	4681	0.000000
281474976710655.000000	25.436020	4682	0.000000
281474976710655.000000	26.789623	4683	0.000000
281474976710655.000000	23.063723	4684	0.000000
281474976710655.000000	23.406466	4685	0.000000
281474976710655.000000	25.067675	4686	0.000000
281474976710655.000000	24.432461	4687	0.000000
281474976710655.000000	24.915115	4688	0.000000
281474976710655.000000	23.038855	4689	0.000000
281474976710655.000000	25.030834	4690	0.000000
281474976710655.000000	22.055120	4691	0.000000
281474976710655.000000	22.195898	4692	0.000000
281474976710655.000000	25.158716	4693	0.000000
281474976710655.000000	23.217037	4694	0.000000
281474976710655.000000	20.042858	4695	0.000000
281474976710655.000000	24.441515	4696	0.000000
281474976710655.000000	20.898926	4697	0.000000
281474976710655.000000	20.878286	4698	0.000000
281474976710655.000000	21.311607	4699	0.000000
281474976710655.000000	20.264444	4700	0.000000
281474976710655.000000	22.191385	4701	0.000000
281474976710655.000000	21.724897	4702	0.000000
281474976710655.000000	21.267099	4703	0.000000
281474976710655.000000	20.021757	4704	0.000000
281474976710655.000000	21.999441	4705	0.000000
281474976710655.000000	21.962013	4706	0.000000
281474976710655.000000	20.246021	4707	0.000000
281474976710655.000000	20.671675	4708	0.000000
281474976710655.000000	19.929508	4709	0.000000
281474976710655.000000	20.750107	4710	0.000000
281474976710655.000000	19.905853	4711	0.000000
281474976710655.000000	18.519201	4712	0.000000
281474976710655.000000	19.330107	4713	0.000000
281474976710655.000000	17.874659	4714	0.000000
281474976710655.000000	19.577154	4715	0.000000
281474976710655.000000	19.301285	4716	0.000000
281474976710655.000000	19.393354	4717	0.000000
281474976710655.000000	19.054026	4718	0.000000
281474976710655.000000	18.845467	4719	0.000000
281474976710655.000000	18.405323	4720	0.000000
281474976710655.000000	17.869320	4721	0.000000
281474976710655.000000	17.215317	4722	0.000000
281474976710655.000000	17.282701	4723	0.000000
281474976710655.000000	17.952562	4724	0.000000
281474976710655.000000	17.909298	4725	0.000000
281474976710655.000000	17.962934	4726	0.000000
281474976710655.000000	18.164785	4727	0.000000
281474976710655.000000	17.429811	4728	0.000000
281474976710655.000000	16.997202	4729	0.000000
281474976710655.000000	17.799086	4730	0.000000
281474976710655.000000	16.518843	4731	0.000000
281474976710655.000000	16.529938	4732	0.000000
281474976710655.000000	17.045792	4733	0.000000
281474976710655.000000	17.036961	4734	0.000000
281474976710655.000000	16.835960	4735	0.000000
281474976710655.000000	17.334621	4736	0.000000
281474976710655.000000	16.273010	4737	0.000000
281474976710655.000000	15.918814	4738	0.000000
281474976710655.000000	16.292940	4739	0.000000
281474976710655.000000	15.986134	4740	0.000000
281474976710655.000000	16.227268	4741	0.000000
281474976710655.000000	15.191451	4742	0.000000
281474976710655.000000	16.209776	4743	0.000000
281474976710655.000000	15.805491	4744	0.000000
281474976710655.000000	15.741839	4745	0.000000
281474976710655.000000	15.211485	4746	0.000000
281474976710655.000000	14.884367	4747	0.000000
281474976710655.000000	14.531710	4748	0.000000
281474976710655.000000	16.025043	4749	0.000000
281474976710655.000000	14.247535	4750	0.000000
281474976710655.000000	14.800508	4751	0.000000
281474976710655.000000	14.529197	4752	0.000000
281474976710655.000000	14.792399	4753	0.000000
281474976710655.000000	14.056630	4754	0.000000
281474976710655.000000	14.969073	4755	0.000000
281474976710655.000000	13.792499	4756	0.000000
281474976710655.000000	15.175134	4757	0.000000
281474976710655.000000	14.002151	4758	0.000000
281474976710655.000000	13.851435	4759	0.000000
281474976710655.000000	13.393346	4760	0.000000
281474976710655.000000	13.609974	4761	0.000000
281474976710655.000000	13.360413	4762	0.000000
281474976710655.000000	13.977341	4763	0.000000
281474976710655.000000	12.973382	4764	0.000000
281474976710655.000000	13.759710	4765	0.000000
281474976710655.000000	12.602540	4766	0.000000
281474976710655.000000	14.604035	4767	0.000000
281474976710655.000000	13.183922	4768	0.000000
281474976710655.000000	13.209103	4769	0.000000
281474976710655.000000	13.706221	4770	0.000000
281474976710655.000000	12.674276	4771	0.000000
281474976710655.000000	12.105667	4772	0.000000
281474976710655.000000	13.454284	4773	0.000000
281474976710655.000000	11.825928	4774	0.000000
281474976710655.000000	12.622215	4775	0.000000
281474976710655.000000	11.920632	4776	0.000000
281474976710655.000000	12.621470	4777	0.000000
281474976710655.000000	12.416952	4778	0.000000
281474976710655.000000	12.251017	4779	0.000000
281474976710655.000000	12.155041	4780	0.000000
281474976710655.000000	11.940464	4781	0.000000
281474976710655.000000	11.812243	4782	0.000000
281474976710655.000000	11.668056	4783	0.000000
281474976710655.000000	11.457539	4784	0.000000
281474976710655.000000	11.560802	4785	0.000000
281474976710655.000000	11.895272	4786	0.000000
281474976710655.000000	11.431431	4787	0.000000
281474976710655.000000	10.895768	4788	0.000000
281474976710655.000000	11.334037	4789	0.000000
