num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
1603	76784.226506	60.583239	-0.015044	0.151685	63.066023
1605	76786.291995	59.996802	0.001218	0.152061	68.228130
1607	76788.358218	59.663464	0.008847	0.152692	61.940572
1609	76790.424456	58.677480	0.019090	0.153257	64.144351
1611	76792.489494	57.664090	0.064765	0.153734	62.368120
1613	76794.555657	57.336850	0.099498	0.154874	61.379349
1615	76796.621007	56.574320	0.094577	0.154861	57.462100
1617	76798.687469	55.199387	0.130910	0.154409	55.491938
1619	76800.753453	54.559685	0.163553	0.154013	53.669085
1621	76802.820653	54.109358	0.186266	0.153184	53.693317
1623	76804.886964	53.086961	0.204846	0.151386	52.811367
1625	76806.953692	52.715359	0.211819	0.151070	52.296171
1627	76809.020890	52.012042	0.248408	0.150394	49.883703
1629	76811.087555	51.348901	0.251737	0.150294	47.783854
1631	76813.153888	50.814125	0.269924	0.150626	49.749898
1633	76815.219186	50.083563	0.257926	0.150313	47.427794
1635	76817.286986	49.417237	0.287587	0.151271	45.203610
1637	76819.352862	49.012461	0.305665	0.151362	46.093425
1639	76821.419281	48.358522	0.327420	0.151168	43.018983
1641	76823.484873	47.862602	0.342720	0.150988	41.757990
1643	76825.550892	47.107796	0.363756	0.151082	40.368907
1645	76827.615938	46.360076	0.366345	0.150877	39.066846
1647	76829.681953	45.865270	0.384274	0.150503	38.746890
1649	76831.747438	45.182202	0.406461	0.150329	37.700839
1651	76833.812550	44.683291	0.406321	0.150249	36.950073
1653	76835.877970	43.957516	0.414920	0.150321	35.129670
1655	76837.943261	43.432149	0.435175	0.150548	34.444060
1657	76840.008379	42.768024	0.442372	0.151471	33.644409
1659	76842.074575	42.290141	0.467397	0.151590	33.236686
1661	76844.139896	41.609376	0.474382	0.151869	31.734704
1663	76846.206142	40.930151	0.478867	0.152184	32.048514
1665	76848.271633	40.624148	0.496687	0.151453	31.290336
1667	76850.338307	40.227930	0.525276	0.150479	30.737014
1669	76852.404886	39.562115	0.513054	0.151397	29.529122
1673	76856.536410	38.481075	0.527819	0.150674	27.706057
1675	76858.602120	37.966273	0.530309	0.151196	26.963581
1677	76860.668217	37.585435	0.545699	0.150684	26.044872
1679	76862.734752	37.036743	0.550930	0.150940	25.841981
1681	76864.800876	36.505859	0.564555	0.150780	25.826225
1683	76866.866248	36.011452	0.565379	0.151213	24.753623
1685	76868.931507	35.600560	0.570724	0.151123	23.516245
1687	76870.996990	34.998739	0.584165	0.151894	22.787177
1689	76873.062985	34.684710	0.584304	0.152561	23.170275
1691	76875.125882	34.271620	0.570827	0.154092	22.520258
1693	76877.190107	33.591383	0.607223	0.154174	21.382401
1695	76879.255866	33.354361	0.610078	0.154511	20.358876
1697	76881.320380	32.704071	0.615195	0.154913	20.094384
1699	76883.385652	32.282119	0.632781	0.154390	19.619281
1701	76885.451152	31.874982	0.630255	0.154501	18.775282
1703	76887.518090	31.376116	0.628363	0.154304	18.086576
1705	76889.584212	30.917877	0.635570	0.153827	17.735983
1707	76891.650429	30.585676	0.628819	0.152933	17.362345
1709	76893.715537	30.064175	0.638660	0.152879	16.843856
1711	76895.781787	29.634444	0.639636	0.152321	17.190514
1715	76899.914396	28.642656	0.637419	0.152686	15.395738
1717	76901.980905	28.535128	0.641773	0.152642	15.464471
1719	76904.047735	28.191971	0.648074	0.153377	14.889486
1721	76906.112058	27.799292	0.634352	0.151955	14.691892
1723	76908.178499	27.462665	0.642047	0.153197	13.801631
1725	76910.242860	27.139183	0.648597	0.152988	13.484672
1727	76912.308016	26.363243	0.643517	0.153914	13.034603
1729	76914.372565	26.145487	0.648209	0.152707	12.488403
1733	76918.499597	25.556848	0.645743	0.151917	11.951697
1735	76920.564679	25.108144	0.646585	0.152206	11.287478
1737	76922.630037	24.743529	0.648628	0.150606	11.240536
1739	76924.693455	24.364141	0.646467	0.150239	10.674787
1741	76926.757596	23.973895	0.646019	0.150717	10.354020
1743	76928.822447	23.668114	0.651535	0.149732	10.272584
1745	76930.887745	23.246455	0.644394	0.149084	10.447472
1747	76932.953326	23.032204	0.647077	0.150759	10.265850
1749	76935.019571	22.647347	0.644372	0.150989	9.701579
1753	76939.150530	21.969440	0.660050	0.150388	9.061119
1755	76941.215399	21.761884	0.655409	0.150522	9.245049
1757	76943.282499	21.469112	0.653152	0.149776	9.158648
1759	76945.348029	21.034164	0.660383	0.150910	8.211132
1761	76947.412214	20.905601	0.651532	0.150285	8.193175
1763	76949.478052	20.679687	0.658493	0.150023	7.953769
1765	76951.542071	20.260538	0.660222	0.150275	7.341265
1767	76953.606929	19.976924	0.652316	0.151416	7.739761
1769	76955.670671	20.002614	0.667293	0.150014	6.884732
1773	76959.797917	19.047419	0.651290	0.152908	6.678039
