num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
6055	81760.941991	67.398031	-1.232354	0.493629	63.832231
6057	81763.008596	67.329813	-1.307175	0.493755	54.533836
6059	81765.074211	67.253649	-1.388464	0.495452	61.057328
6061	81767.135189	66.937477	-1.260559	0.495413	54.439029
6063	81769.196012	66.714730	-1.206487	0.499033	56.382495
6065	81771.251542	66.430520	-1.139539	0.505530	57.083973
6067	81773.310144	65.821943	-1.085457	0.512088	55.816926
6069	81775.372668	65.006222	-1.107537	0.512335	57.239944
6071	81777.444569	64.086123	-1.223667	0.502722	54.510028
6073	81779.523072	63.829569	-1.312056	0.484639	58.678564
6075	81781.597147	63.835564	-1.042996	0.470790	53.697131
6077	81783.657530	64.023758	-1.000332	0.465515	53.143304
6079	81785.705524	64.916246	-0.878198	0.491976	50.790513
6081	81787.752790	63.788993	-0.989202	0.517642	52.061529
6083	81789.811566	62.400350	-1.094281	0.519665	52.006782
6085	81791.887250	61.779088	-1.220411	0.499374	53.326674
6087	81793.967074	61.752446	-1.186455	0.479052	53.552444
6089	81796.038690	61.802775	-1.000813	0.472863	50.046298
6091	81798.098764	62.012601	-0.937258	0.474310	49.835045
6093	81800.153066	61.842526	-0.970070	0.482033	46.565296
6095	81802.206392	61.453681	-0.959363	0.492441	49.254211
6097	81804.261481	60.997889	-1.024262	0.497686	49.744929
6099	81806.319028	60.487164	-0.972731	0.498477	46.653613
6101	81808.379591	59.799922	-0.941510	0.496861	47.252304
6103	81810.441853	59.529118	-0.968278	0.493909	46.978983
6105	81812.505117	59.189936	-0.929692	0.490616	46.422301
6107	81814.569952	58.653518	-0.934040	0.488701	46.658638
6109	81816.637809	58.358076	-0.905488	0.488431	46.007030
6111	81818.708198	58.048617	-0.958718	0.489483	45.155867
6113	81820.780976	57.558232	-0.858708	0.492907	46.375197
6115	81822.852851	57.291838	-0.862535	0.498668	43.201652
6117	81824.919022	57.644846	-0.867648	0.509650	43.367449
6119	81826.975926	57.784162	-0.947243	0.504311	43.778153
6121	81829.023457	57.824475	-0.970328	0.488496	43.704893
6123	81831.070465	57.113976	-0.968585	0.470985	42.032343
6125	81833.126734	56.279497	-0.883863	0.465150	40.930075
