num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
5143	80766.782453	2.473925	-62.760986	5.294410	0.990964
5145	80768.818732	2.445519	-63.990552	5.303039	0.984336
5147	80770.867773	2.562550	-64.894205	5.304174	0.834405
5149	80772.926537	2.633475	-64.699414	5.303415	0.997425
5151	80774.995393	2.568522	-63.854346	5.301677	0.753968
5153	80777.040667	2.489891	-64.318064	5.309165	0.674488
5155	80779.093788	2.414166	-63.966424	5.310598	0.862490
5157	80781.170987	2.364143	-62.748564	5.304981	0.866898
5159	80783.230735	2.222756	-62.975303	5.307022	0.720225
5161	80785.287554	2.183934	-62.636640	5.306831	1.012524
5163	80787.359131	2.138214	-62.190377	5.304267	0.781501
5165	80789.427060	2.069278	-61.662084	5.301634	0.947996
5167	80791.484759	1.980753	-61.463229	5.303703	0.909575
5169	80793.552452	2.004602	-60.986200	5.301843	0.719956
5171	80795.616548	2.101338	-60.757827	5.298878	0.979687
5173	80797.684762	2.192514	-60.466935	5.298488	0.913020
5175	80799.746694	2.290478	-59.967272	5.298374	1.016206
5177	80801.822772	2.573831	-59.194476	5.293219	1.417363
5179	80803.898722	2.725708	-58.521824	5.288880	1.576371
5181	80805.972693	2.761559	-57.412397	5.286664	1.467248
5183	80808.030729	2.848476	-57.218307	5.286622	1.722894
5185	80810.073891	2.601486	-57.896389	5.296018	1.928852
5187	80812.144761	2.495139	-57.468622	5.291838	1.837542
5189	80814.223027	2.491935	-56.312994	5.286310	1.940509
5191	80816.266794	2.249037	-57.116945	5.293241	1.783619
5193	80818.326767	2.273661	-56.348616	5.293000	1.821426
5195	80820.378638	2.087735	-56.860009	5.295619	1.887518
