crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	43.620167	3387	0.000000
281474976710655.000000	54.608986	3388	0.000000
281474976710655.000000	53.999050	3389	0.000000
281474976710655.000000	59.183445	3390	0.000000
281474976710655.000000	42.588341	3391	0.000000
281474976710655.000000	39.753319	3392	0.000000
281474976710655.000000	39.546295	3393	0.000000
281474976710655.000000	62.845001	3394	0.000000
281474976710655.000000	31.979532	3395	0.000000
281474976710655.000000	58.170479	3396	0.000000
281474976710655.000000	43.611507	3397	0.000000
281474976710655.000000	41.684040	3398	0.000000
281474976710655.000000	48.099392	3399	0.000000
281474976710655.000000	31.186735	3400	0.000000
281474976710655.000000	28.508179	3401	0.000000
281474976710655.000000	30.207771	3402	0.000000
281474976710655.000000	35.184299	3403	0.000000
281474976710655.000000	29.129381	3404	0.000000
281474976710655.000000	32.276314	3405	0.000000
281474976710655.000000	27.264540	3406	0.000000
281474976710655.000000	25.591190	3407	0.000000
281474976710655.000000	25.880278	3408	0.000000
281474976710655.000000	27.353369	3409	0.000000
281474976710655.000000	24.915955	3410	0.000000
281474976710655.000000	26.584505	3411	0.000000
281474976710655.000000	23.474974	3412	0.000000
281474976710655.000000	23.245039	3413	0.000000
281474976710655.000000	23.429731	3414	0.000000
281474976710655.000000	20.209141	3415	0.000000
281474976710655.000000	19.259571	3416	0.000000
281474976710655.000000	19.078995	3417	0.000000
281474976710655.000000	18.517546	3418	0.000000
281474976710655.000000	17.392702	3419	0.000000
281474976710655.000000	16.002697	3420	0.000000
281474976710655.000000	16.870481	3421	0.000000
281474976710655.000000	16.148619	3422	0.000000
281474976710655.000000	15.998082	3423	0.000000
281474976710655.000000	14.329776	3424	0.000000
281474976710655.000000	13.892356	3425	0.000000
281474976710655.000000	13.300178	3426	0.000000
281474976710655.000000	13.480146	3427	0.000000
281474976710655.000000	12.952285	3428	0.000000
281474976710655.000000	12.195833	3429	0.000000
281474976710655.000000	12.036476	3430	0.000000
281474976710655.000000	11.050007	3431	0.000000
281474976710655.000000	10.816150	3432	0.000000
281474976710655.000000	9.934918	3433	0.000000
281474976710655.000000	9.861300	3434	0.000000
281474976710655.000000	9.640378	3435	0.000000
281474976710655.000000	9.289779	3436	0.000000
281474976710655.000000	8.470774	3437	0.000000
281474976710655.000000	8.508667	3438	0.000000
281474976710655.000000	7.637874	3439	0.000000
281474976710655.000000	7.541417	3440	0.000000
281474976710655.000000	7.530446	3441	0.000000
281474976710655.000000	7.269419	3442	0.000000
281474976710655.000000	6.710337	3443	0.000000
281474976710655.000000	6.743997	3444	0.000000
281474976710655.000000	6.419006	3445	0.000000
281474976710655.000000	6.161080	3446	0.000000
281474976710655.000000	6.199561	3447	0.000000
281474976710655.000000	5.387970	3448	0.000000
281474976710655.000000	5.340300	3449	0.000000
281474976710655.000000	5.150933	3450	0.000000
281474976710655.000000	5.010493	3451	0.000000
281474976710655.000000	4.974606	3452	0.000000
281474976710655.000000	4.541965	3453	0.000000
281474976710655.000000	4.444304	3454	0.000000
281474976710655.000000	4.153623	3455	0.000000
281474976710655.000000	4.063473	3456	0.000000
281474976710655.000000	3.761655	3457	0.000000
281474976710655.000000	3.735243	3458	0.000000
281474976710655.000000	3.526474	3459	0.000000
281474976710655.000000	3.380830	3460	0.000000
